ID	SYMBOL	CHROMOSOME	START	STOP	BIOTYPE
ENSG00000207149	RNU6-465P	1	120126974	120127074	gene
ENSG00000265808	SEC22B	1	120150898	120176520	gene
ENSG00000274642	AC244669.2	1	120197085	120319680	gene
ENSG00000277313	7SK	1	120228046	120228295	gene
ENSG00000223804	AC244669.1	1	120267334	120341871	gene
ENSG00000273727	U1	1	120354987	120355148	gene
ENSG00000270231	NBPF8	1	120419850	120467739	gene
ENSG00000270392	PFN1P2	1	120432204	120434052	gene
ENSG00000275131	AC241952.1	1	120489860	120701289	gene
ENSG00000273694	U2	1	120571120	120571264	gene
ENSG00000275933	7SK	1	120670127	120670376	gene
ENSG00000286106	NOTCH2NLR	1	120723946	120793874	gene
ENSG00000273136	NBPF26	1	120723949	120842110	gene
ENSG00000287979	AC253572.1	1	120849674	120850985	gene
ENSG00000275538	RNVU1-19	1	120850819	120850985	gene
ENSG00000263353	PPIAL4A	1	120889746	120890405	gene
ENSG00000281741	AC241377.3	1	120913151	120914238	gene
ENSG00000226067	LINC00623	1	120913184	121009291	gene
ENSG00000277610	RNVU1-4	1	120942600	120942763	gene
ENSG00000285215	AC241377.4	1	120963645	120977585	gene
ENSG00000275585	AC241377.2	1	120985692	121052167	gene
ENSG00000273516	U1	1	121008362	121008507	gene
ENSG00000275296	AC241377.1	1	121058948	121059353	gene
ENSG00000198019	FCGR1B	1	121087345	121097161	gene
ENSG00000234998	AC244453.3	1	121087528	121116676	gene
ENSG00000233029	AC244453.2	1	121090289	121097655	gene
ENSG00000223345	H2BP1	1	121108210	121117257	gene
ENSG00000227193	AC244453.1	1	121118126	121146826	gene
ENSG00000213244	H3P4	1	121118195	121118610	gene
ENSG00000268993	RPL22P6	1	121142051	121142438	gene
ENSG00000188610	FAM72B	1	121167646	121185539	gene
ENSG00000171943	SRGAP2C	1	121184811	121392874	gene
ENSG00000275129	AC243994.1	1	121314947	121315055	gene
ENSG00000230806	SRGAP2-AS1	1	121360156	121398806	gene
ENSG00000227082	LINC02798	1	121396754	121463508	gene
ENSG00000228826	AL592494.1	1	121494329	121511588	gene
ENSG00000233432	MTIF2P1	1	121502344	121503891	gene
ENSG00000272583	AL592494.2	1	121518366	121518829	gene
ENSG00000231752	EMBP1	1	121519112	121575702	gene
ENSG00000224857	LINC01691	1	121573946	121580524	gene
ENSG00000276118	AC242852.1	1	143343180	143343275	gene
ENSG00000277095	AC242852.2	1	143354191	143386122	gene
ENSG00000277702	AC239859.5	1	143419625	143420207	gene
ENSG00000252830	RNA5SP533	1	143439605	143439714	gene
ENSG00000264145	AC239859.3	1	143449571	143450245	gene
ENSG00000274927	AC239859.4	1	143461221	143498767	gene
ENSG00000242943	NKAIN1P1	1	143487772	143488353	gene
ENSG00000223495	AC239859.2	1	143498785	143499102	gene
ENSG00000235887	LINC02799	1	143499187	143500512	gene
ENSG00000203825	AC239859.1	1	143541768	143572834	gene
ENSG00000179571	NBPF17P	1	143595216	143635641	gene
ENSG00000226028	PFN1P12	1	143619994	143620527	gene
ENSG00000202167	RNU1-114P	1	143652050	143652215	gene
ENSG00000207349	RNVU1-17	1	143699456	143699619	gene
ENSG00000252826	RNVU1-23	1	143720510	143720644	gene
ENSG00000206737	RNVU1-18	1	143729407	143729570	gene
ENSG00000232721	AC239800.2	1	143736066	143739506	gene
ENSG00000223779	AC239800.1	1	143745249	143760669	gene
ENSG00000242352	FAM91A3P	1	143766540	143769083	gene
ENSG00000270962	AC239800.3	1	143784376	143784671	gene
ENSG00000263590	LINC02591	1	143790010	143797108	gene
ENSG00000252105	RNU1-143P	1	143791542	143791687	gene
ENSG00000233430	AC239798.1	1	143811359	143825837	gene
ENSG00000237503	AC239798.2	1	143846097	143846504	gene
ENSG00000265531	FCGR1CP	1	143874793	143883575	gene
ENSG00000234571	H2BP2	1	143875171	143904650	gene
ENSG00000273213	H3-2	1	143894544	143905966	gene
ENSG00000230186	AC246680.1	1	143905487	143934776	gene
ENSG00000268074	RPL22P5	1	143929994	143930382	gene
ENSG00000263513	FAM72C	1	143955364	143971965	gene
ENSG00000270872	SRGAP2D	1	143975087	144068350	gene
ENSG00000276674	IGKV1OR1-1	1	144085628	144086098	gene
ENSG00000275075	AC244015.1	1	144168752	144168850	gene
ENSG00000275767	AC244015.2	1	144179777	144211729	gene
ENSG00000232527	LINC02802	1	144227029	144250326	gene
ENSG00000276442	RNA5SP529	1	144265217	144265326	gene
ENSG00000175658	DRD5P2	1	144274892	144277993	gene
ENSG00000276756	AC245595.1	1	144276484	144305180	gene
ENSG00000271567	PPIAL4E	1	144372875	144373659	gene
ENSG00000271439	AC246785.4	1	144401069	144401355	gene
ENSG00000207205	RNVU1-15	1	144412576	144412740	gene
ENSG00000237343	AC246785.3	1	144418113	144419192	gene
ENSG00000233586	AC246785.2	1	144418678	144419190	gene
ENSG00000266338	NBPF15	1	144421386	144461674	gene
ENSG00000227212	PFN1P6	1	144442606	144443004	gene
ENSG00000229002	AC246785.1	1	144472535	144474790	gene
ENSG00000275291	RNVU1-26	1	144523860	144524021	gene
ENSG00000278099	RNVU1-2A	1	144551779	144551943	gene
ENSG00000277918	RNVU1-28	1	144560666	144560829	gene
ENSG00000279782	PPIAL4F	1	144592868	144593652	gene
ENSG00000277199	LINC01632	1	144627192	144642372	gene
ENSG00000224363	FP700111.1	1	144641371	144919902	gene
ENSG00000278273	FP700107.1	1	144661200	144679513	gene
ENSG00000222854	RNA5SP59	1	144701050	144701159	gene
ENSG00000273825	FP700111.2	1	144754572	144786606	gene
ENSG00000287607	FP700111.3	1	144797534	144797632	gene
ENSG00000196369	SRGAP2B	1	144887265	145095528	gene
ENSG00000271644	AC242498.1	1	144965025	144965135	gene
ENSG00000215784	FAM72D	1	145095974	145112696	gene
ENSG00000283752	AC241585.3	1	145139986	145148375	gene
ENSG00000272419	LINC01145	1	145164099	145216058	gene
ENSG00000277678	RNU1-153P	1	145169519	145169664	gene
ENSG00000281571	AC241585.2	1	145214851	145215938	gene
ENSG00000223612	AC241585.1	1	145233001	145233519	gene
ENSG00000256374	PPIAL4D	1	145241630	145242124	gene
ENSG00000271291	AC245014.2	1	145269604	145269890	gene
ENSG00000276216	AC245014.3	1	145281116	145281462	gene
ENSG00000207501	RNVU1-14	1	145281116	145281279	gene
ENSG00000236140	AC245014.1	1	145286610	145287755	gene
ENSG00000162825	NBPF20	1	145289900	145405778	gene
ENSG00000234367	PFN1P3	1	145407772	145408173	gene
ENSG00000270384	RNU1-154P	1	145431527	145431693	gene
ENSG00000286620	AC239860.3	1	145459798	145462007	gene
ENSG00000270722	RNVU1-31	1	145465617	145465780	gene
ENSG00000287374	AC239860.4	1	145475606	145480999	gene
ENSG00000278182	AC239860.2	1	145507444	145508607	gene
ENSG00000275064	AC239860.1	1	145509047	145520594	gene
ENSG00000272150	NBPF25P	1	145572345	145607858	gene
ENSG00000117262	GPR89A	1	145607988	145670650	gene
ENSG00000174827	PDZK1	1	145670852	145708148	gene
ENSG00000117281	CD160	1	145719471	145739288	gene
ENSG00000265491	RNF115	1	145738868	145824095	gene
ENSG00000186141	POLR3C	1	145824088	145844402	gene
ENSG00000186364	NUDT17	1	145845630	145848954	gene
ENSG00000131788	PIAS3	1	145848522	145859836	gene
ENSG00000278549	MIR6736	1	145850587	145850645	gene
ENSG00000198483	ANKRD35	1	145866560	145885866	gene
ENSG00000143127	ITGA10	1	145891208	145910111	gene
ENSG00000244619	AC243547.1	1	145892847	145893483	gene
ENSG00000131779	PEX11B	1	145911350	145918717	gene
ENSG00000265241	RBM8A	1	145917714	145927678	gene
ENSG00000211451	GNRHR2	1	145919013	145925341	gene
ENSG00000234222	LIX1L-AS1	1	145926590	145959179	gene
ENSG00000280778	AC243547.3	1	145927258	145977811	gene
ENSG00000271601	LIX1L	1	145933423	145958017	gene
ENSG00000272031	ANKRD34A	1	145959441	145964575	gene
ENSG00000278431	AC243547.2	1	145961388	145964422	gene
ENSG00000121851	POLR3GL	1	145964690	145978848	gene
ENSG00000265972	TXNIP	1	145992435	145996579	gene
ENSG00000168509	HJV	1	146017468	146036746	gene
ENSG00000287190	AC239799.2	1	146050441	146052244	gene
ENSG00000201558	RNVU1-6	1	146052081	146052244	gene
ENSG00000233396	LINC01719	1	146052566	146061948	gene
ENSG00000271425	NBPF10	1	146064711	146229000	gene
ENSG00000264343	NOTCH2NLA	1	146146203	146229026	gene
ENSG00000276509	AC239799.1	1	146235806	146237807	gene
ENSG00000201789	RNU6-1071P	1	146288596	146288696	gene
ENSG00000271121	NUDT4P2	1	146298170	146298715	gene
ENSG00000277406	SEC22B4P	1	146321214	146401647	gene
ENSG00000270339	PPIAL4H	1	146344131	146344790	gene
ENSG00000273768	RNVU1-29	1	146376807	146376970	gene
ENSG00000287978	AC245407.2	1	146387202	146388092	gene
ENSG00000274428	RNVU1-25	1	146409903	146410062	gene
ENSG00000277655	AC245407.1	1	146459449	146461859	gene
ENSG00000276975	HYDIN2	1	146472566	146914294	gene
ENSG00000274408	RNA5SP536	1	146539541	146539663	gene
ENSG00000274450	AC241929.1	1	146862729	146862845	gene
ENSG00000268043	NBPF12	1	146938744	146996202	gene
ENSG00000244371	PFN1P8	1	146957117	146957659	gene
ENSG00000234225	AC244394.2	1	147001931	147003618	gene
ENSG00000227242	NBPF13P	1	147019656	147056593	gene
ENSG00000225603	AC244394.1	1	147050817	147052481	gene
ENSG00000201142	RNU1-151P	1	147079746	147079870	gene
ENSG00000230832	AC241584.1	1	147082338	147083578	gene
ENSG00000286172	RNVU1-8	1	147084616	147084756	gene
ENSG00000283342	AC241584.2	1	147099482	147124285	gene
ENSG00000131791	PRKAB2	1	147155106	147172550	gene
ENSG00000180867	PDIA3P1	1	147172744	147179622	gene
ENSG00000237188	AC242426.2	1	147172755	147295734	gene
ENSG00000131781	FMO5	1	147175351	147243050	gene
ENSG00000226015	CCT8P1	1	147203276	147204932	gene
ENSG00000236806	RPL7AP15	1	147223554	147224348	gene
ENSG00000131778	CHD1L	1	147242654	147295765	gene
ENSG00000278811	LINC00624	1	147258885	147517875	gene
ENSG00000213226	AC242426.1	1	147319110	147320224	gene
ENSG00000226653	OR13Z1P	1	147419053	147419900	gene
ENSG00000207209	AC242425.1	1	147420199	147420300	gene
ENSG00000272443	OR13Z2P	1	147445579	147446133	gene
ENSG00000272480	OR13Z3P	1	147482238	147482628	gene
ENSG00000116128	BCL9	1	147541501	147626216	gene
ENSG00000288626	AC242628.1	1	147611590	147611796	gene
ENSG00000162836	ACP6	1	147629652	147670524	gene
ENSG00000277762	RN7SL261P	1	147689256	147689537	gene
ENSG00000227139	AC241644.1	1	147697794	147699335	gene
ENSG00000265107	GJA5	1	147756199	147773362	gene
ENSG00000274415	AC241644.3	1	147757185	147758434	gene
ENSG00000234190	AC241644.2	1	147777590	147788953	gene
ENSG00000223728	AC239801.1	1	147840962	147842359	gene
ENSG00000121634	GJA8	1	147902795	147909269	gene
ENSG00000188092	GPR89B	1	147928393	147993592	gene
ENSG00000215859	PDZK1P1	1	147993862	148014956	gene
ENSG00000273059	AC239803.1	1	148011799	148012228	gene
ENSG00000274372	LINC02804	1	148013203	148025934	gene
ENSG00000206791	RNU1-129P	1	148014417	148014583	gene
ENSG00000206585	RNVU1-7	1	148038753	148038916	gene
ENSG00000229828	PDE4DIPP1	1	148080598	148093883	gene
ENSG00000263956	NBPF11	1	148102046	148152322	gene
ENSG00000225080	PFN1P4	1	148129497	148129898	gene
ENSG00000198658	ABHD17AP1	1	148146395	148149566	gene
ENSG00000232265	LINC02805	1	148156139	148186980	gene
ENSG00000227733	AC239809.3	1	148159213	148255012	gene
ENSG00000238765	RNA5SP57	1	148193716	148193838	gene
ENSG00000224335	AC239809.1	1	148234273	148234489	gene
ENSG00000227700	AC239809.2	1	148246169	148246685	gene
ENSG00000199879	RNVU1-22	1	148263476	148263632	gene
ENSG00000234283	LINC01731	1	148271884	148280749	gene
ENSG00000228626	AC245100.3	1	148288001	148288951	gene
ENSG00000274020	LINC01138	1	148290889	148519604	gene
ENSG00000238107	LINC02806	1	148295180	148297556	gene
ENSG00000224481	AC245100.1	1	148295895	148344638	gene
ENSG00000235988	AC245100.5	1	148317683	148318013	gene
ENSG00000252744	Y_RNA	1	148330271	148330394	gene
ENSG00000283676	MIR5087	1	148334479	148334554	gene
ENSG00000202408	RNVU1-21	1	148334612	148334767	gene
ENSG00000272824	AC245100.6	1	148358245	148358686	gene
ENSG00000207340	RNVU1-1	1	148362370	148362533	gene
ENSG00000252135	RNU1-155P	1	148385829	148385963	gene
ENSG00000278596	MIR6077	1	148388282	148388363	gene
ENSG00000238825	RNVU1-2	1	148388490	148388651	gene
ENSG00000231551	AC245100.4	1	148402516	148432545	gene
ENSG00000201183	RNVU1-3	1	148402715	148402875	gene
ENSG00000225871	AC245100.2	1	148435105	148436926	gene
ENSG00000285062	AC245100.8	1	148458643	148459689	gene
ENSG00000280649	AC245100.7	1	148458814	148459871	gene
ENSG00000236334	PPIAL4G	1	148479824	148483679	gene
ENSG00000274210	RNVU1-27	1	148522601	148522765	gene
ENSG00000270629	NBPF14	1	148531385	148679742	gene
ENSG00000286019	NOTCH2NLB	1	148607040	148679779	gene
ENSG00000252515	RNU6-1171P	1	148739379	148739479	gene
ENSG00000177144	NUDT4B	1	148748894	148750099	gene
ENSG00000275140	SEC22B3P	1	148772640	148784594	gene
ENSG00000271546	AC245389.1	1	148795797	148796325	gene
ENSG00000178104	PDE4DIP	1	148808181	149048286	gene
ENSG00000252656	RN7SKP88	1	148839483	148839732	gene
ENSG00000222788	RNU2-38P	1	148939739	148939817	gene
ENSG00000254913	AC239802.1	1	149006309	149009527	gene
ENSG00000255148	AC239802.2	1	149018671	149026269	gene
ENSG00000254539	AC239804.1	1	149048576	149051273	gene
ENSG00000269713	NBPF9	1	149054027	149103561	gene
ENSG00000274019	AC239804.2	1	149111304	149121866	gene
ENSG00000201699	RNVU1-24	1	149162783	149162944	gene
ENSG00000274265	AC245297.3	1	149175748	149259987	gene
ENSG00000215861	AC245297.1	1	149197992	149321732	gene
ENSG00000272755	AC245297.2	1	149264252	149264816	gene
ENSG00000273591	7SK	1	149290513	149290762	gene
ENSG00000274423	SEC22B2P	1	149345661	149357612	gene
ENSG00000286219	NOTCH2NLC	1	149390614	149468030	gene
ENSG00000286185	AC242842.3	1	149390623	149556361	gene
ENSG00000271383	NBPF19	1	149475338	149556361	gene
ENSG00000263464	PPIAL4C	1	149583865	149584464	gene
ENSG00000277147	LINC00869	1	149606334	149705716	gene
ENSG00000284964	AC242842.2	1	149607467	149608516	gene
ENSG00000275557	AC242842.1	1	149607765	149612402	gene
ENSG00000206828	RNVU1-30	1	149636766	149636929	gene
ENSG00000284842	FAM91A2P	1	149675205	149677740	gene
ENSG00000234232	AC243772.3	1	149676851	149747818	gene
ENSG00000275229	RNU1-68P	1	149700151	149700296	gene
ENSG00000226500	AC243772.1	1	149754301	149754710	gene
ENSG00000150337	FCGR1A	1	149782671	149792518	gene
ENSG00000203814	H2BC18	1	149782689	149812373	gene
ENSG00000233030	AC243772.2	1	149785659	149793020	gene
ENSG00000183598	H3C13	1	149813225	149813693	gene
ENSG00000270882	H4C14	1	149832659	149839767	gene
ENSG00000203811	H3C14	1	149839538	149841193	gene
ENSG00000203812	H2AC18	1	149842188	149842736	gene
ENSG00000220323	H2BC19P	1	149842875	149846486	gene
ENSG00000261716	H2BC20P	1	149844498	149850937	gene
ENSG00000272196	H2AC19	1	149851061	149851624	gene
ENSG00000203852	H3C15	1	149852619	149854274	gene
ENSG00000270276	H4C15	1	149854045	149861210	gene
ENSG00000264207	AC239868.1	1	149861271	149862504	gene
ENSG00000184678	H2BC21	1	149884459	149886652	gene
ENSG00000184260	H2AC20	1	149886918	149887411	gene
ENSG00000184270	H2AC21	1	149887469	149887965	gene
ENSG00000178096	BOLA1	1	149887890	149900798	gene
ENSG00000159164	SV2A	1	149903318	149917844	gene
ENSG00000143368	SF3B4	1	149923317	149927803	gene
ENSG00000014914	MTMR11	1	149928651	149936879	gene
ENSG00000264522	OTUD7B	1	149937812	150010726	gene
ENSG00000285184	AC244033.2	1	150045660	150067701	gene
ENSG00000223945	AC244033.1	1	150053864	150055034	gene
ENSG00000136631	VPS45	1	150067279	150145329	gene
ENSG00000023902	PLEKHO1	1	150149183	150164720	gene
ENSG00000285554	AC242988.2	1	150173049	150181429	gene
ENSG00000266187	RN7SL480P	1	150211632	150211925	gene
ENSG00000143401	ANP32E	1	150218417	150236156	gene
ENSG00000222222	RNU2-17P	1	150236967	150237156	gene
ENSG00000276110	AC242988.1	1	150255095	150257286	gene
ENSG00000118298	CA14	1	150257251	150265078	gene
ENSG00000117362	APH1A	1	150265399	150269580	gene
ENSG00000118292	C1orf54	1	150268200	150280916	gene
ENSG00000159208	CIART	1	150282543	150287093	gene
ENSG00000266472	MRPS21	1	150293861	150308979	gene
ENSG00000117360	PRPF3	1	150321479	150353233	gene
ENSG00000163125	RPRD2	1	150363091	150476566	gene
ENSG00000143374	TARS2	1	150487364	150507609	gene
ENSG00000283933	MIR6878	1	150492345	150492410	gene
ENSG00000143369	ECM1	1	150508062	150513789	gene
ENSG00000228126	FALEC	1	150515757	150518032	gene
ENSG00000237781	ADAMTSL4-AS2	1	150548562	150557724	gene
ENSG00000143382	ADAMTSL4	1	150549369	150560937	gene
ENSG00000264553	MIR4257	1	150551929	150552014	gene
ENSG00000203804	ADAMTSL4-AS1	1	150560202	150574552	gene
ENSG00000277452	RN7SL473P	1	150566562	150566860	gene
ENSG00000274963	RN7SL600P	1	150568971	150569269	gene
ENSG00000143384	MCL1	1	150574551	150579738	gene
ENSG00000253047	AL356356.1	1	150600539	150600659	gene
ENSG00000143420	ENSA	1	150600851	150629612	gene
ENSG00000276103	U4	1	150608507	150608623	gene
ENSG00000143457	GOLPH3L	1	150646230	150697154	gene
ENSG00000143452	HORMAD1	1	150698060	150720895	gene
ENSG00000206931	RNU6-1042P	1	150701866	150701972	gene
ENSG00000163131	CTSS	1	150730188	150765792	gene
ENSG00000236713	AL356292.1	1	150780272	150780644	gene
ENSG00000143387	CTSK	1	150796208	150808260	gene
ENSG00000224690	UBE2D3P3	1	150800473	150801031	gene
ENSG00000143437	ARNT	1	150809713	150876708	gene
ENSG00000200175	RNU6-1309P	1	150812591	150812698	gene
ENSG00000224800	RPS27AP6	1	150881236	150881683	gene
ENSG00000283324	CTXND2	1	150887136	150913292	gene
ENSG00000229357	CYCSP51	1	150903896	150904213	gene
ENSG00000143379	SETDB1	1	150926263	150964744	gene
ENSG00000143418	CERS2	1	150960583	150975003	gene
ENSG00000259357	AL590133.2	1	150965245	150966256	gene
ENSG00000231073	AL590133.1	1	150973123	150975534	gene
ENSG00000143412	ANXA9	1	150982249	150995634	gene
ENSG00000143409	MINDY1	1	150996086	151008375	gene
ENSG00000143363	PRUNE1	1	151008420	151035713	gene
ENSG00000200759	RNU6-884P	1	151022746	151022852	gene
ENSG00000163141	BNIPL	1	151036321	151047720	gene
ENSG00000143443	C1orf56	1	151047751	151051986	gene
ENSG00000197622	CDC42SE1	1	151050971	151070325	gene
ENSG00000213190	MLLT11	1	151060397	151069544	gene
ENSG00000143458	GABPB2	1	151070578	151125542	gene
ENSG00000233717	RPS29P29	1	151111912	151112728	gene
ENSG00000261168	AL592424.1	1	151130075	151131610	gene
ENSG00000143434	SEMA6C	1	151131685	151146664	gene
ENSG00000163154	TNFAIP8L2	1	151156649	151159749	gene
ENSG00000163156	SCNM1	1	151156664	151170296	gene
ENSG00000163155	LYSMD1	1	151159748	151165948	gene
ENSG00000163157	TMOD4	1	151169986	151176284	gene
ENSG00000163159	VPS72	1	151176304	151195321	gene
ENSG00000143398	PIP5K1A	1	151197949	151249536	gene
ENSG00000159352	PSMD4	1	151254709	151267479	gene
ENSG00000232671	ZNF687-AS1	1	151279678	151281950	gene
ENSG00000143373	ZNF687	1	151281618	151292176	gene
ENSG00000143393	PI4KB	1	151291797	151327715	gene
ENSG00000265753	RN7SL444P	1	151300665	151300964	gene
ENSG00000273481	AL391069.2	1	151327949	151328429	gene
ENSG00000143390	RFX5	1	151340640	151347357	gene
ENSG00000224645	AL391069.1	1	151340648	151341966	gene
ENSG00000237976	RFX5-AS1	1	151346967	151348027	gene
ENSG00000143416	SELENBP1	1	151364304	151372707	gene
ENSG00000159377	PSMB4	1	151399560	151401937	gene
ENSG00000143442	POGZ	1	151402724	151459494	gene
ENSG00000238711	RNY4P25	1	151439000	151439095	gene
ENSG00000143375	CGN	1	151510510	151538692	gene
ENSG00000252840	AL365436.3	1	151527831	151527938	gene
ENSG00000143367	TUFT1	1	151540305	151583583	gene
ENSG00000232536	AL365436.2	1	151540516	151561855	gene
ENSG00000207606	MIR554	1	151545796	151545891	gene
ENSG00000223861	AL365436.1	1	151557446	151557940	gene
ENSG00000143376	SNX27	1	151612006	151699091	gene
ENSG00000250734	AL391335.1	1	151612038	151613363	gene
ENSG00000206635	RNU6-1062P	1	151629324	151629430	gene
ENSG00000159409	CELF3	1	151700058	151716803	gene
ENSG00000227045	AL589765.1	1	151701026	151708386	gene
ENSG00000178796	RIIAD1	1	151710433	151729805	gene
ENSG00000206980	RNU6-662P	1	151747597	151747700	gene
ENSG00000269621	AL589765.7	1	151755541	151759911	gene
ENSG00000236940	AL589765.3	1	151757659	151758442	gene
ENSG00000143436	MRPL9	1	151759647	151763496	gene
ENSG00000143450	OAZ3	1	151762899	151771334	gene
ENSG00000249602	AL589765.4	1	151763384	151769501	gene
ENSG00000232937	AL589765.2	1	151765709	151766389	gene
ENSG00000268288	AL589765.5	1	151766486	151767000	gene
ENSG00000182134	TDRKH	1	151770107	151791416	gene
ENSG00000203288	TDRKH-AS1	1	151790804	151794402	gene
ENSG00000269489	AL589765.6	1	151798054	151798602	gene
ENSG00000213171	LINGO4	1	151800264	151805419	gene
ENSG00000143365	RORC	1	151806071	151831845	gene
ENSG00000225556	C2CD4D	1	151837819	151840557	gene
ENSG00000201134	Y_RNA	1	151841736	151841837	gene
ENSG00000234614	C2CD4D-AS1	1	151841877	151850385	gene
ENSG00000196407	THEM5	1	151847101	151853712	gene
ENSG00000159445	THEM4	1	151870866	151909637	gene
ENSG00000285651	AL450992.2	1	151885251	151899333	gene
ENSG00000286581	AL450992.3	1	151944890	151953985	gene
ENSG00000223810	KRT8P28	1	151949523	151950912	gene
ENSG00000197747	S100A10	1	151982915	151993859	gene
ENSG00000229021	AL450992.1	1	151994531	152042774	gene
ENSG00000240667	NBPF18P	1	152018662	152022508	gene
ENSG00000163191	S100A11	1	152032506	152047907	gene
ENSG00000232678	SPTLC1P4	1	152077952	152078211	gene
ENSG00000285818	AL591893.1	1	152079557	152080903	gene
ENSG00000182898	TCHHL1	1	152084141	152089064	gene
ENSG00000159450	TCHH	1	152106317	152115454	gene
ENSG00000226716	AL589986.1	1	152122534	152125065	gene
ENSG00000233792	PUDPP2	1	152124016	152196699	gene
ENSG00000215853	RPTN	1	152153595	152159228	gene
ENSG00000237975	FLG-AS1	1	152168125	152445456	gene
ENSG00000236427	AL589986.2	1	152205858	152207057	gene
ENSG00000197915	HRNR	1	152212076	152224193	gene
ENSG00000143631	FLG	1	152302165	152325239	gene
ENSG00000143520	FLG2	1	152348735	152360006	gene
ENSG00000183586	HMGN3P1	1	152399577	152399769	gene
ENSG00000143536	CRNN	1	152409243	152414263	gene
ENSG00000186207	LCE5A	1	152510803	152512177	gene
ENSG00000169509	CRCT1	1	152514482	152516008	gene
ENSG00000185966	LCE3E	1	152565654	152566780	gene
ENSG00000163202	LCE3D	1	152579381	152580516	gene
ENSG00000244057	LCE3C	1	152600662	152601086	gene
ENSG00000187238	LCE3B	1	152613811	152614098	gene
ENSG00000185962	LCE3A	1	152622834	152623103	gene
ENSG00000226947	LCEP4	1	152644393	152644717	gene
ENSG00000285753	LCEP3	1	152656332	152656501	gene
ENSG00000187223	LCE2D	1	152663380	152664659	gene
ENSG00000187180	LCE2C	1	152675295	152676574	gene
ENSG00000159455	LCE2B	1	152686123	152687397	gene
ENSG00000187173	LCE2A	1	152698345	152699442	gene
ENSG00000187170	LCE4A	1	152708160	152709491	gene
ENSG00000198854	C1orf68	1	152719522	152720470	gene
ENSG00000229713	LCEP2	1	152737518	152737868	gene
ENSG00000233819	LCEP1	1	152744299	152744606	gene
ENSG00000203786	KPRP	1	152759561	152762052	gene
ENSG00000240386	LCE1F	1	152776372	152776728	gene
ENSG00000186226	LCE1E	1	152786214	152788426	gene
ENSG00000172155	LCE1D	1	152796721	152798181	gene
ENSG00000197084	LCE1C	1	152804835	152806628	gene
ENSG00000196734	LCE1B	1	152811971	152813108	gene
ENSG00000186844	LCE1A	1	152827473	152828097	gene
ENSG00000235942	LCE6A	1	152842856	152843983	gene
ENSG00000285946	AL162596.1	1	152859996	152860985	gene
ENSG00000163206	SMCP	1	152878322	152885047	gene
ENSG00000163207	IVL	1	152908546	152911886	gene
ENSG00000224308	LINC01527	1	152930040	152949210	gene
ENSG00000283227	SPRR5	1	152947154	152949258	gene
ENSG00000184148	SPRR4	1	152970648	152972574	gene
ENSG00000169474	SPRR1A	1	152985231	152985500	gene
ENSG00000163209	SPRR3	1	153001747	153003856	gene
ENSG00000234262	AL356867.1	1	153023962	153024260	gene
ENSG00000252920	AL356867.2	1	153012482	153012614	gene
ENSG00000169469	SPRR1B	1	153031203	153032900	gene
