ID	symbol	biotype	chromosome	start	stop
ENSG00000252357	RF00019	gene	1	173808489	173808622
ENSG00000264377	MIR4671	gene	1	234306467	234306539
ENSG00000266110	MIR4423	gene	1	85133794	85133873
ENSG00000200975	RNU1-7P	gene	1	8206434	8206597
ENSG00000273629	RF00066	gene	1	176217541	176217602
ENSG00000252086	RNA5SP76	gene	1	219761789	219761875
ENSG00000212248	RNU6-750P	gene	1	99978939	99979045
ENSG00000238705	MIR1976	gene	1	26554542	26554593
ENSG00000277141	RF00017	gene	1	117243212	117243508
ENSG00000284372	MIR6808	gene	1	1339650	1339708
ENSG00000212538	RF00012	gene	1	163923670	163923873
ENSG00000239640	RN7SL62P	gene	1	52714399	52714695
ENSG00000206692	RF00019	gene	1	171253906	171254022
ENSG00000265744	MIR4427	gene	1	233624152	233624219
ENSG00000238316	RF01210	gene	1	26642286	26642389
ENSG00000265392	MIR4252	gene	1	6429834	6429896
ENSG00000202263	RNA5SP22	gene	1	78094807	78094915
ENSG00000241745	RN7SL788P	gene	1	52150104	52150419
ENSG00000212292	RNU6-239P	gene	1	154295503	154295601
ENSG00000251943	RNU6-693P	gene	1	172613428	172613534
ENSG00000207082	RNU6-171P	gene	1	164639565	164639671
ENSG00000264698	MIR4255	gene	1	37161563	37161634
ENSG00000252404	RF00424	gene	1	9082696	9082879
ENSG00000264802	MIR5191	gene	1	201719508	201719627
ENSG00000278124	RN7SL186P	gene	1	22010650	22010946
ENSG00000201405	RF00019	gene	1	23370254	23370346
ENSG00000274963	RN7SL600P	gene	1	150568971	150569269
ENSG00000252011	RF00402	gene	1	246833448	246833529
ENSG00000252826	RNU1-92P	gene	1	143720510	143720644
ENSG00000201355	RNA5S14	gene	1	228639337	228639455
ENSG00000265422	MIR4684	gene	1	22719517	22719598
ENSG00000284357	MIR34A	gene	1	9151668	9151777
ENSG00000199849	RNU5F-6P	gene	1	164351273	164351388
ENSG00000265535	RN7SL475P	gene	1	59974757	59975054
ENSG00000227773	ASH1L-IT1	gene	1	155396010	155396978
ENSG00000232672	ACTG1P21	gene	1	77773865	77774864
ENSG00000228150	AL357140.2	gene	1	9942923	9949974
ENSG00000184022	OR2T10	gene	1	248590487	248597700
ENSG00000171180	OR2M4	gene	1	248231417	248244679
ENSG00000137955	RABGGTB	gene	1	75786197	75795079
ENSG00000143224	PPOX	gene	1	161166410	161178013
ENSG00000163352	LENEP	gene	1	154993586	154994315
ENSG00000227671	AL390728.4	gene	1	247189851	247210856
ENSG00000213579	AL096829.1	gene	1	75582099	75582555
ENSG00000224493	AC093156.1	gene	1	75521562	75522231
ENSG00000271187	AL713866.2	gene	1	191179521	191179739
ENSG00000232212	LINC01701	gene	1	189775465	189814918
ENSG00000227994	AL035417.1	gene	1	44172506	44172719
ENSG00000238037	OOSP1P1	gene	1	44155028	44155301
ENSG00000273175	BX323046.1	gene	1	244864738	244865272
ENSG00000203667	COX20	gene	1	244835322	244845057
ENSG00000279838	AL356273.3	gene	1	185292384	185294372
ENSG00000233583	AL356273.1	gene	1	185262286	185264356
ENSG00000173627	APOBEC4	gene	1	183646404	183653316
ENSG00000230615	AL139220.2	gene	1	44030443	44115913
ENSG00000198756	COLGALT2	gene	1	183929854	184037729
ENSG00000227163	AL139220.1	gene	1	44087958	44088477
ENSG00000159214	CCDC24	gene	1	43991359	43996528
ENSG00000272864	AC135803.1	gene	1	74698769	74699333
ENSG00000198860	TSEN15	gene	1	184051651	184123978
ENSG00000116791	CRYZ	gene	1	74705482	74733408
ENSG00000160691	SHC1	gene	1	154962298	154974395
ENSG00000231791	AL445228.1	gene	1	184329071	184332826
ENSG00000271387	AL445228.2	gene	1	184385753	184386704
ENSG00000230470	AL078645.1	gene	1	184408337	184412360
ENSG00000232036	AL078645.2	gene	1	184566511	184567835
ENSG00000116667	C1orf21	gene	1	184387058	184629020
ENSG00000285847	AL713852.1	gene	1	184635654	184664303
ENSG00000116406	EDEM3	gene	1	184690231	184754913
ENSG00000179914	ITLN1	gene	1	160876539	160885170
ENSG00000162623	TYW3	gene	1	74733152	74766678
ENSG00000000938	FGR	gene	1	27612064	27635277
ENSG00000135842	FAM129A	gene	1	184790724	184974550
ENSG00000213080	AL354714.2	gene	1	160894980	160896076
ENSG00000229943	AC133865.1	gene	1	74963314	74965118
ENSG00000260976	LINC01633	gene	1	185001527	185008683
ENSG00000261213	AC099786.3	gene	1	75122518	75123927
ENSG00000158764	ITLN2	gene	1	160945025	160954799
ENSG00000232188	AL354714.3	gene	1	160931739	160934380
ENSG00000121481	RNF2	gene	1	185045364	185102608
ENSG00000233691	AL354714.4	gene	1	160935537	160936126
ENSG00000198358	AL354714.1	gene	1	160932465	160949922
ENSG00000224127	AC099786.1	gene	1	75127830	75133058
ENSG00000162624	LHX8	gene	1	75128434	75161533
ENSG00000232792	FTH1P25	gene	1	185071567	185072035
ENSG00000224149	AC099786.2	gene	1	75129974	75132576
ENSG00000121486	TRMT1L	gene	1	185118098	185157072
ENSG00000270149	AL591806.3	gene	1	160997957	161038962
ENSG00000215845	TSTD1	gene	1	161037631	161038990
ENSG00000232879	AL591806.2	gene	1	161034834	161035006
ENSG00000158769	F11R	gene	1	160995211	161021348
ENSG00000238061	AL356273.2	gene	1	185280844	185281816
ENSG00000116668	SWT1	gene	1	185157080	185291765
ENSG00000277916	RF02271	gene	1	29171285	29171453
ENSG00000206764	RNU6-152P	gene	1	182327068	182327174
ENSG00000239690	RN7SL668P	gene	1	234904186	234904488
ENSG00000201028	RNU6-151P	gene	1	111650431	111650537
ENSG00000202184	RNU6-1283P	gene	1	246189014	246189118
ENSG00000201421	RF00019	gene	1	185251313	185251411
ENSG00000212187	RF00568	gene	1	212025561	212025682
ENSG00000272051	RF00019	gene	1	55484871	55484972
ENSG00000222624	RNU2-15P	gene	1	65415816	65416006
ENSG00000271267	AL353807.4	gene	1	155566050	155566306
ENSG00000219201	AC138392.1	gene	1	77810861	77811781
ENSG00000231064	AC234582.1	gene	1	155195004	155205495
ENSG00000173171	MTX1	gene	1	155208699	155213824
ENSG00000160766	GBAP1	gene	1	155213821	155227422
ENSG00000226415	TPI1P1	gene	1	76699789	76700538
ENSG00000272855	AC104458.1	gene	1	76636877	76637339
ENSG00000273088	AL713999.1	gene	1	155169409	155187272
ENSG00000230798	FOXD3-AS1	gene	1	63320884	63324441
ENSG00000224209	LINC00466	gene	1	63159087	63317274
ENSG00000228734	AC096543.2	gene	1	63249920	63251771
ENSG00000203605	AC096543.1	gene	1	63139250	63163153
ENSG00000229225	AL162400.2	gene	1	63078081	63079031
ENSG00000227485	AL162400.1	gene	1	63024207	63025658
ENSG00000229537	LINC01739	gene	1	62975751	63022504
ENSG00000237163	AC099794.2	gene	1	62905180	62905482
ENSG00000235545	AC103923.1	gene	1	62688482	62710694
ENSG00000177151	OR2T35	gene	1	248636356	248645278
ENSG00000271701	AC098483.2	gene	1	248601416	248601869
ENSG00000163348	PYGO2	gene	1	154957026	154963853
ENSG00000196517	SLC6A9	gene	1	43991500	44031467
ENSG00000163344	PMVK	gene	1	154924734	154936991
ENSG00000284188	AL451007.3	gene	1	244729898	244730962
ENSG00000282317	AL451007.2	gene	1	244731024	244731586
ENSG00000224468	LAMC1-AS1	gene	1	183138402	183141282
ENSG00000277704	AL445675.2	gene	1	242890247	242890803
ENSG00000224525	AL591686.1	gene	1	242203555	242210827
ENSG00000235467	RPL10AP5	gene	1	242365189	242365822
ENSG00000226750	AL360271.2	gene	1	242345558	242345718
ENSG00000116786	PLEKHM2	gene	1	15684332	15734769
ENSG00000228844	AL358176.3	gene	1	240636599	240637052
ENSG00000231440	AL358176.4	gene	1	240588522	240590748
ENSG00000228818	AL359918.1	gene	1	240142670	240145389
ENSG00000270711	AL162431.4	gene	1	180970837	180971247
ENSG00000233355	CHRM3-AS2	gene	1	239703381	239730465
ENSG00000229780	UBE2Q1-AS1	gene	1	154553609	154555017
ENSG00000224783	MIPEPP2	gene	1	238777049	238779200
ENSG00000270188	MTRNR2L11	gene	1	237943724	237945275
ENSG00000283174	AL590396.3	gene	1	237940762	237941061
ENSG00000285649	AL357079.2	gene	1	43968351	43974821
ENSG00000116260	QSOX1	gene	1	180154834	180204030
ENSG00000261831	AL353708.2	gene	1	179926641	179941796
ENSG00000237920	AL162591.1	gene	1	154376966	154379273
ENSG00000143337	TOR1AIP1	gene	1	179882042	179925000
ENSG00000162620	LRRIQ3	gene	1	74026015	74198187
ENSG00000143669	LYST	gene	1	235661041	235883640
ENSG00000236085	ACTG1P4	gene	1	103569553	103570674
ENSG00000223823	LINC01342	gene	1	1137017	1144056
ENSG00000132693	CRP	gene	1	159712289	159714589
ENSG00000143612	C1orf43	gene	1	154206696	154220637
ENSG00000228560	AL513323.1	gene	1	159346166	159469068
ENSG00000248442	OR10J7P	gene	1	159351093	159352026
ENSG00000249197	OR10J9P	gene	1	159405423	159406409
ENSG00000261055	AL450468.2	gene	1	109895973	109897861
ENSG00000168264	IRF2BP2	gene	1	234604269	234609525
ENSG00000251508	AL133380.1	gene	1	233295325	233295727
ENSG00000134202	GSTM3	gene	1	109733932	109741038
ENSG00000198758	EPS8L3	gene	1	109750080	109764027
ENSG00000270615	SGO1P1	gene	1	69606855	69608301
ENSG00000230864	AC099567.1	gene	1	102763322	102853842
ENSG00000188340	OR6N2	gene	1	158774222	158781204
ENSG00000116991	SIPA1L2	gene	1	232397965	232561558
ENSG00000118733	OLFM3	gene	1	101802574	101997030
ENSG00000224436	BX323014.1	gene	1	232221938	232222174
ENSG00000236372	AL353052.2	gene	1	232174932	232180113
ENSG00000285407	AL033530.1	gene	1	68679202	68943452
ENSG00000285041	AL035412.1	gene	1	68633701	68640425
ENSG00000226715	LINC01709	gene	1	101639548	101787572
ENSG00000270106	TSNAX-DISC1	gene	1	231528653	231819244
ENSG00000224977	AL121983.1	gene	1	174022509	174022985
ENSG00000168765	GSTM4	gene	1	109656081	109674836
ENSG00000274944	GJA9-MYCBP	gene	1	38864501	38881617
ENSG00000214114	MYCBP	gene	1	38862964	38874105
ENSG00000238063	LINC01685	gene	1	38474875	38496034
ENSG00000076321	KLHL20	gene	1	173714941	173786702
ENSG00000158246	TENT5B	gene	1	27005020	27012836
ENSG00000120337	TNFSF18	gene	1	173039960	173050963
ENSG00000223589	AL139158.1	gene	1	38080572	38080911
ENSG00000230942	HMGN1P5	gene	1	158266753	158267320
ENSG00000182118	FAM89A	gene	1	231018958	231040246
ENSG00000224690	UBE2D3P3	gene	1	150800473	150801031
ENSG00000231563	AL670729.1	gene	1	228407381	228409694
ENSG00000171806	METTL18	gene	1	169792529	169794966
ENSG00000158786	PLA2G2F	gene	1	20139326	20150386
ENSG00000116717	GADD45A	gene	1	67685061	67688338
ENSG00000228126	FALEC	gene	1	150515757	150518032
ENSG00000228697	AL023755.1	gene	1	168400829	168495685
ENSG00000215833	QRSL1P1	gene	1	168449672	168451211
ENSG00000143185	XCL2	gene	1	168540765	168543997
ENSG00000227777	AL031736.1	gene	1	168542737	168543354
ENSG00000143184	XCL1	gene	1	168576473	168582077
ENSG00000169418	NPR1	gene	1	153678637	153693992
ENSG00000229757	AL031736.2	gene	1	168578653	168579439
ENSG00000143314	MRPL24	gene	1	156737303	156741590
ENSG00000235736	AL031275.1	gene	1	168763365	168774490
ENSG00000229612	SUMO1P2	gene	1	168898136	168898439
ENSG00000213063	RPL29P7	gene	1	168938467	168938923
ENSG00000225826	LINC00626	gene	1	168786939	168792886
ENSG00000143196	DPT	gene	1	168695459	168729264
ENSG00000203601	LINC00970	gene	1	168903905	169087005
ENSG00000285622	AL135926.1	gene	1	168695874	169103276
ENSG00000237707	AL031726.1	gene	1	169104124	169104907
ENSG00000235015	GEMIN2P1	gene	1	153717303	153718347
ENSG00000143384	MCL1	gene	1	150574551	150579738
ENSG00000203804	ADAMTSL4-AS1	gene	1	150560202	150574552
ENSG00000143382	ADAMTSL4	gene	1	150549369	150560937
ENSG00000117477	CCDC181	gene	1	169394870	169460669
ENSG00000142583	SLC2A5	gene	1	9035107	9088478
ENSG00000143156	NME7	gene	1	169132531	169367967
ENSG00000204084	INPP5B	gene	1	37860697	37947057
ENSG00000143321	HDGF	gene	1	156742107	156766925
ENSG00000158731	OR10J6P	gene	1	159598298	159599227
ENSG00000285910	AL513013.1	gene	1	178511563	178513051
ENSG00000184371	CSF1	gene	1	109910242	109930992
ENSG00000227373	AL121983.2	gene	1	174115300	174160004
ENSG00000223883	LINC01707	gene	1	69055898	69185003
ENSG00000173810	PPIAP7	gene	1	101270875	101271363
ENSG00000086015	MAST2	gene	1	45786987	46036124
ENSG00000143379	SETDB1	gene	1	150926263	150964744
ENSG00000172746	RPL12P13	gene	1	26980165	26980975
ENSG00000224064	AL356390.1	gene	1	26983628	26984024
ENSG00000142751	GPN2	gene	1	26876133	26890297
ENSG00000159592	GPBP1L1	gene	1	45627304	45688113
ENSG00000230896	AL604028.1	gene	1	45694684	45697075
ENSG00000116906	GNPAT	gene	1	231241207	231277973
ENSG00000158828	PINK1	gene	1	20633455	20651511
ENSG00000177614	PGBD5	gene	1	230314482	230426371
ENSG00000215520	RPS4XP4	gene	1	20525989	20526751
ENSG00000143641	GALNT2	gene	1	230057990	230282124
ENSG00000284743	AL139254.3	gene	1	20478779	20480397
ENSG00000285665	AL031274.1	gene	1	171339299	171339959
ENSG00000225986	UBXN10-AS1	gene	1	20184242	20186486
ENSG00000162913	OBSCN-AS1	gene	1	228203506	228213664
ENSG00000270110	AL353593.3	gene	1	228295911	228302998
ENSG00000143178	TBX19	gene	1	168281040	168314426
ENSG00000271853	AL162258.1	gene	1	153626332	153634340
ENSG00000203781	S100A7P1	gene	1	153427020	153428401
ENSG00000213171	LINGO4	gene	1	151800264	151806154
ENSG00000143126	CELSR2	gene	1	109250019	109275750
ENSG00000238186	AL603839.2	gene	1	40515754	40517174
ENSG00000117620	SLC35A3	gene	1	99969351	100035637
ENSG00000239887	C1orf226	gene	1	162366908	162386818
ENSG00000231163	CSMD2-AS1	gene	1	33868953	33885458
ENSG00000132698	RAB25	gene	1	156061160	156070514
ENSG00000237330	RNF223	gene	1	1070966	1074307
ENSG00000254539	AC239804.1	gene	1	149048576	149051273
ENSG00000285677	AL355388.3	gene	1	156001953	156032907
ENSG00000130695	CEP85	gene	1	26234200	26278808
ENSG00000116237	ICMT	gene	1	6221193	6235972
ENSG00000134686	PHC2	gene	1	33323623	33431052
ENSG00000267305	AL592148.2	gene	1	222510169	222519732
ENSG00000142675	CNKSR1	gene	1	26177403	26189886
ENSG00000118873	RAB3GAP2	gene	1	220148293	220272454
ENSG00000143373	ZNF687	gene	1	151281618	151292180
ENSG00000232846	SLC25A6P3	gene	1	51709062	51709940
ENSG00000254913	AC239802.1	gene	1	149006309	149009527
ENSG00000131914	LIN28A	gene	1	26410778	26429722
ENSG00000226745	AL512599.1	gene	1	40132764	40133448
ENSG00000259946	BX005019.1	gene	1	97967005	97968814
ENSG00000143398	PIP5K1A	gene	1	151197949	151249536
ENSG00000204464	C1orf195	gene	1	15164344	15171317
ENSG00000270976	AL596327.1	gene	1	106780223	106780435
ENSG00000182749	PAQR7	gene	1	25861210	25871253
ENSG00000233455	AL035414.1	gene	1	210303684	210304540
ENSG00000223920	AC099791.1	gene	1	61654194	61654908
ENSG00000222009	BTBD19	gene	1	44808482	44815585
ENSG00000284237	AL356275.1	gene	1	207959292	207969329
ENSG00000076356	PLXNA2	gene	1	208022242	208244320
ENSG00000207005	RNU1-2	gene	1	16895980	16896143
ENSG00000223062	RNU6-1245P	gene	1	27824538	27824643
ENSG00000252830	RNA5SP533	gene	1	143439605	143439714
ENSG00000202257	RNA5S16	gene	1	228643809	228643927
ENSG00000252484	RN7SKP49	gene	1	224107282	224107541
ENSG00000212601	RNA5SP53	gene	1	93488333	93488452
ENSG00000199059	MIR135B	gene	1	205448302	205448398
ENSG00000207607	MIR200A	gene	1	1167863	1167952
ENSG00000265538	MIR4421	gene	1	51059837	51059905
ENSG00000213561	AC103591.2	gene	1	78043383	78044148
ENSG00000246203	AL353807.3	gene	1	155614726	155660245
ENSG00000162613	FUBP1	gene	1	77944055	77979110
ENSG00000132676	DAP3	gene	1	155687960	155739010
ENSG00000130939	UBE4B	gene	1	10032832	10181239
ENSG00000162444	RBP7	gene	1	9997206	10016020
ENSG00000230027	AC092813.2	gene	1	76041691	76066228
ENSG00000184005	ST6GALNAC3	gene	1	76074719	76634601
ENSG00000169241	SLC50A1	gene	1	155135344	155138857
ENSG00000173614	NMNAT1	gene	1	9943428	9985501
ENSG00000224521	AC098483.1	gene	1	248548756	248563839
ENSG00000188558	OR2G6	gene	1	248508073	248527337
ENSG00000271934	OR2AS2P	gene	1	248498308	248498649
ENSG00000181227	DLSTP1	gene	1	75743423	75744776
ENSG00000196071	OR2L13	gene	1	248095184	248101103
ENSG00000163354	DCST2	gene	1	155018520	155033781
ENSG00000160685	ZBTB7B	gene	1	155002630	155018522
ENSG00000162711	NLRP3	gene	1	247416156	247449108
ENSG00000215795	AL390728.2	gene	1	247183813	247185482
ENSG00000197472	ZNF695	gene	1	246945547	247008093
ENSG00000262180	OCLM	gene	1	186400572	186401455
ENSG00000228955	AL591623.2	gene	1	246632251	246632478
ENSG00000162851	TFB2M	gene	1	246540560	246566324
ENSG00000162458	FBLIM1	gene	1	15756607	15786594
ENSG00000232059	AL451007.1	gene	1	244694432	244694720
ENSG00000121644	DESI2	gene	1	244652935	244709033
ENSG00000226570	AL450304.1	gene	1	182955390	182956148
ENSG00000225554	AL359764.1	gene	1	241424292	241433492
ENSG00000215802	RFKP1	gene	1	240823006	240823433
ENSG00000225359	AL358393.1	gene	1	181190471	181191149
ENSG00000215805	AL356361.1	gene	1	239972787	239974245
ENSG00000234464	AL356010.2	gene	1	238276037	238287016
ENSG00000232989	AL356010.1	gene	1	238268494	238268595
ENSG00000160714	UBE2Q1	gene	1	154548577	154559028
ENSG00000162621	LRRC53	gene	1	74469878	74512614
ENSG00000179840	PIK3CD-AS1	gene	1	9652610	9654586
ENSG00000225711	AL512326.1	gene	1	179220938	179222125
ENSG00000171603	CLSTN1	gene	1	9729026	9824526
ENSG00000237845	AL139161.2	gene	1	235942553	235943805
ENSG00000229291	AL139161.1	gene	1	235957879	235971825
ENSG00000250719	AL672043.1	gene	1	46175486	46176478
ENSG00000278139	AL358075.4	gene	1	46043661	46176488
ENSG00000224687	RASAL2-AS1	gene	1	178091508	178093984
ENSG00000224943	AL663023.1	gene	1	159466321	159483376
ENSG00000249730	OR10J4	gene	1	159432204	159433138
ENSG00000196266	OR10J3	gene	1	159313670	159314659
ENSG00000168710	AHCYL1	gene	1	109984686	110023741
ENSG00000231272	AL122008.1	gene	1	234261706	234274465
ENSG00000170989	S1PR1	gene	1	101236865	101243713
ENSG00000173285	OR10K1	gene	1	158461574	158470857
ENSG00000236111	AL603882.1	gene	1	45781277	45781957
ENSG00000235263	AL928921.1	gene	1	9501092	9503471
ENSG00000177954	RPS27	gene	1	153990755	153992155
ENSG00000215895	AL354702.1	gene	1	38708931	38710890
ENSG00000275350	AL513479.1	gene	1	38383838	38384422
ENSG00000237290	LINC01343	gene	1	38209034	38214806
ENSG00000097021	ACOT7	gene	1	6264269	6394391
ENSG00000158477	CD1A	gene	1	158254137	158258269
ENSG00000176320	AL138899.1	gene	1	158197922	158203877
ENSG00000229595	AL109810.1	gene	1	231117831	231118325
ENSG00000232261	Z98751.1	gene	1	171751543	171752025
ENSG00000215811	BTNL10	gene	1	228510425	228512305
ENSG00000233985	LINC01681	gene	1	170174403	170241287
ENSG00000224896	SIGLEC30P	gene	1	170115636	170116576
ENSG00000180758	GPR157	gene	1	9100305	9129170
ENSG00000172380	GNG12	gene	1	67701466	67833467
ENSG00000116729	WLS	gene	1	68098473	68233120
ENSG00000225169	BRI3P1	gene	1	100213293	100213670
ENSG00000232048	HNRNPCP9	gene	1	67660155	67661013
ENSG00000230955	AL929472.2	gene	1	37860697	37861580
ENSG00000237074	AL596218.1	gene	1	207240122	207309292
ENSG00000224462	C4BPAP1	gene	1	207165496	207183910
ENSG00000055732	MCOLN3	gene	1	85018082	85048499
ENSG00000231365	AL359915.2	gene	1	119140396	119275973
ENSG00000226172	AL139420.1	gene	1	119000344	119001392
ENSG00000092607	TBX15	gene	1	118883046	118989556
ENSG00000213262	VDAC2P3	gene	1	117640812	117641639
ENSG00000158715	SLC45A3	gene	1	205657851	205680459
ENSG00000229044	AL451070.1	gene	1	31333067	31346799
ENSG00000176261	ZBTB8OS	gene	1	32600172	32650903
ENSG00000254553	AL033529.1	gene	1	32465057	32600792
ENSG00000237848	AL606489.2	gene	1	204394541	204394774
ENSG00000219133	AL592114.1	gene	1	204346776	204347258
ENSG00000284708	AL031731.1	gene	1	11623558	11643416
ENSG00000159388	BTG2	gene	1	203305491	203309602
ENSG00000231507	LINC01353	gene	1	203287152	203288801
ENSG00000067208	EVI5	gene	1	92508696	92792404
ENSG00000229992	HMGB3P9	gene	1	92647048	92647630
ENSG00000272432	AL031432.3	gene	1	25247837	25248321
ENSG00000229687	AL049745.1	gene	1	53841547	53841832
ENSG00000259984	AL928711.1	gene	1	25336429	25337465
ENSG00000271576	AL359504.2	gene	1	84076331	84077931
ENSG00000229486	AC104454.1	gene	1	84015865	84018371
ENSG00000127124	HIVEP3	gene	1	41506365	42035925
ENSG00000284895	AC119676.1	gene	1	41585306	41628816
ENSG00000230638	AL445933.1	gene	1	41542069	41544310
ENSG00000134262	AP4B1	gene	1	113894748	113905201
ENSG00000224678	GAPDHP46	gene	1	92114803	92115796
ENSG00000213987	AC093151.1	gene	1	41264550	41264862
ENSG00000285782	AC116099.1	gene	1	83397568	83425353
ENSG00000169174	PCSK9	gene	1	55039548	55064852
ENSG00000231871	IPO9-AS1	gene	1	201688259	201829559
ENSG00000198700	IPO9	gene	1	201829141	201884294
ENSG00000235121	AL645504.1	gene	1	201723294	201737506
ENSG00000162511	LAPTM5	gene	1	30732469	30757820
ENSG00000224167	AL390729.1	gene	1	112850028	112877871
ENSG00000233372	AL137076.1	gene	1	30140263	30141607
ENSG00000116833	NR5A2	gene	1	200027602	200177424
ENSG00000117013	KCNQ4	gene	1	40783814	40840452
ENSG00000123472	ATPAF1	gene	1	46632737	46673867
ENSG00000242391	AC099677.4	gene	1	52881216	52881730
ENSG00000235748	SEPT14P12	gene	1	197138748	197139307
ENSG00000244414	CFHR1	gene	1	196819757	196832189
ENSG00000000971	CFH	gene	1	196651878	196747504
ENSG00000285462	AL353651.3	gene	1	79325008	79346445
ENSG00000203825	AC239859.1	gene	1	143541768	143572834
ENSG00000224857	LINC01691	gene	1	121573946	121580524
ENSG00000236040	CHIAP1	gene	1	111250254	111256715
ENSG00000122420	PTGFR	gene	1	78303884	78539749
ENSG00000188610	FAM72B	gene	1	121167646	121185539
ENSG00000268993	RPL22P6	gene	1	121142051	121142438
ENSG00000224255	PDCL3P6	gene	1	52179848	52180553
ENSG00000134249	ADAM30	gene	1	119893533	119896495
ENSG00000215864	NBPF7	gene	1	119834870	119844514
ENSG00000272094	AC091614.1	gene	1	90860550	90862920
ENSG00000261326	LINC01355	gene	1	23281308	23286752
ENSG00000220785	MTMR9LP	gene	1	32231658	32241620
ENSG00000231080	AL592161.1	gene	1	66826942	66828558
ENSG00000152763	WDR78	gene	1	66812885	66924887
ENSG00000252977	RNA5SP70	gene	1	181771566	181771644
ENSG00000252105	RNU1-143P	gene	1	143791542	143791687
ENSG00000252290	RF00402	gene	1	237555040	237555171
ENSG00000202521	RNA5S7	gene	1	228623667	228623785
ENSG00000207095	RNU6-424P	gene	1	27693731	27693835
ENSG00000252510	RNA5SP55	gene	1	116962347	116962471
ENSG00000207321	RNU6-160P	gene	1	153331622	153331728
ENSG00000240750	RN7SL559P	gene	1	28031884	28032180
ENSG00000207721	MIR186	gene	1	71067631	71067716
ENSG00000278596	MIR6077	gene	1	148388282	148388363
ENSG00000201944	RF00139	gene	1	205731221	205731352
ENSG00000201542	RF00091	gene	1	35310274	35310425
ENSG00000207776	MIR551A	gene	1	3560695	3560790
ENSG00000206651	RF00019	gene	1	156484098	156484210
ENSG00000199890	RF00019	gene	1	111446798	111446908
ENSG00000264358	MIR3122	gene	1	212077613	212077685
ENSG00000251754	RNU6-999P	gene	1	245043928	245044032
ENSG00000278549	MIR6736	gene	1	145850587	145850645
ENSG00000253042	RF00156	gene	1	202527310	202527427
ENSG00000283876	MIR4260	gene	1	209623444	209623510
ENSG00000284311	MIR6742	gene	1	228397048	228397109
ENSG00000206828	RF00003	gene	1	149636766	149636929
ENSG00000283749	MIR4781	gene	1	54054079	54054154
ENSG00000253022	RNU6-731P	gene	1	6540854	6540964
ENSG00000207624	MIR194-1	gene	1	220118157	220118241
ENSG00000283712	MIR6727	gene	1	1312502	1312566
ENSG00000251789	RNU4-57P	gene	1	223373822	223373956
ENSG00000223152	RNU4-88P	gene	1	66094461	66094546
ENSG00000200755	RNA5SP68	gene	1	173969318	173969436
ENSG00000221680	MIR1278	gene	1	193136503	193136583
ENSG00000264773	MIR4420	gene	1	30739156	30739232
ENSG00000238761	RF01210	gene	1	112371004	112371107
