ID	SYMBOL	CHROMOSOME	START	STOP	BIOTYPE
FBgn0053424	5SrRNA:CR33424	2R	19739936	19740070	gene
FBgn0053425	5SrRNA:CR33425	2R	19739570	19739704	gene
FBgn0053426	5SrRNA:CR33426	2R	19739194	19739328	gene
FBgn0053427	5SrRNA:CR33427	2R	19738818	19738952	gene
FBgn0053428	5SrRNA:CR33428	2R	19738452	19738586	gene
FBgn0053429	5SrRNA:CR33429	2R	19738086	19738220	gene
FBgn0053430	5SrRNA:CR33430	2R	19737724	19737858	gene
FBgn0053431	5SrRNA:CR33431	2R	19737355	19737489	gene
FBgn0053432	5SrRNA:CR33432	2R	19736986	19737120	gene
FBgn0053433	5SrRNA:CR33433	2R	19736617	19736751	gene
FBgn0053434	5SrRNA:CR33434	2R	19736248	19736382	gene
FBgn0053435	5SrRNA:CR33435	2R	19735879	19736013	gene
FBgn0053436	5SrRNA:CR33436	2R	19735510	19735644	gene
FBgn0053437	5SrRNA:CR33437	2R	19735141	19735275	gene
FBgn0053438	5SrRNA:CR33438	2R	19734772	19734906	gene
FBgn0053439	5SrRNA:CR33439	2R	19734396	19734530	gene
FBgn0053440	5SrRNA:CR33440	2R	19734037	19734171	gene
FBgn0053441	5SrRNA:CR33441	2R	19733671	19733805	gene
FBgn0053442	5SrRNA:CR33442	2R	19733288	19733422	gene
FBgn0053443	5SrRNA:CR33443	2R	19732926	19733060	gene
FBgn0053444	5SrRNA:CR33444	2R	19732550	19732684	gene
FBgn0053445	5SrRNA:CR33445	2R	19732170	19732304	gene
FBgn0053446	5SrRNA:CR33446	2R	19731768	19731902	gene
FBgn0053447	5SrRNA:CR33447	2R	19731409	19731543	gene
FBgn0053448	5SrRNA:CR33448	2R	19731043	19731177	gene
FBgn0053449	5SrRNA:CR33449	2R	19730670	19730804	gene
FBgn0053450	5SrRNA:CR33450	2R	19730304	19730438	gene
FBgn0053451	5SrRNA:CR33451	2R	19729921	19730055	gene
FBgn0053452	5SrRNA:CR33452	2R	19729562	19729696	gene
FBgn0053356	5SrRNA-Psi:CR33356	2R	19765021	19765163	gene
FBgn0053363	5SrRNA-Psi:CR33363	2R	19762427	19762570	gene
FBgn0053371	5SrRNA-Psi:CR33371	2R	19759474	19759610	gene
FBgn0053416	5SrRNA-Psi:CR33416	2R	19742876	19743018	gene
FBgn0041707	7B2	3R	5376780	5377975	gene
FBgn0000003	7SLRNA:CR32864	3R	6822500	6822798	gene
FBgn0261504	7SLRNA:CR42652	3R	6820131	6820429	gene
FBgn0052208	825-Oak	3L	19471656	19472228	gene
FBgn0000008	a	2R	22136968	22172834	gene
FBgn0011293	a10	3L	17023123	17023741	gene
FBgn0028965	A16	2L	13019575	13021312	gene
FBgn0011294	a5	2L	1329161	1329993	gene
FBgn0023130	a6	X	1693615	1695889	gene
FBgn0019643	AANAT1	2R	24139563	24157762	gene
FBgn0031791	AANATL2	2L	6255859	6256822	gene
FBgn0032839	AANATL3	2L	20024975	20025811	gene
FBgn0034429	AANATL4	2R	19289109	19289852	gene
FBgn0034426	AANATL5	2R	19284551	19285219	gene
FBgn0034428	AANATL6	2R	19287983	19288995	gene
FBgn0040376	AANATL7	X	2580958	2583823	gene
FBgn0027780	Aasdh	2L	8445861	8449576	gene
FBgn0031851	Aatf	2L	6717625	6719389	gene
FBgn0023129	aay	3L	9423253	9424781	gene
FBgn0264442	ab	2L	11210678	11261080	gene
FBgn0031170	ABCA	X	21292308	21306665	gene
FBgn0035244	ABCB7	3L	1618414	1623413	gene
FBgn0039890	ABCD	4	184076	193829	gene
FBgn0000014	abd-A	3R	16807214	16830049	gene
FBgn0000015	Abd-B	3R	16927212	16972236	gene
FBgn0020510	Abi	3R	14119262	14122420	gene
FBgn0000017	Abl	3L	16615866	16647882	gene
FBgn0000018	abo	2L	10973443	10975293	gene
FBgn0036372	Abp1	3L	13483533	13486280	gene
FBgn0015331	abs	3R	4233047	4235041	gene
FBgn0000022	ac	X	370031	370947	gene
FBgn0022710	Ac13E	X	15510877	15554278	gene
FBgn0023416	Ac3	2L	21632587	21647964	gene
FBgn0004852	Ac76E	3L	19939287	19977960	gene
FBgn0024150	Ac78C	3L	21136447	21171930	gene
FBgn0011273	Acam	3R	25811911	25813134	gene
FBgn0031992	Acbp1	2L	8161796	8162452	gene
FBgn0010387	Acbp2	3L	7131863	7133463	gene
FBgn0250836	Acbp3	3L	7130874	7131505	gene
FBgn0035742	Acbp4	3L	7127913	7128264	gene
FBgn0035926	Acbp5	3L	8788144	8788545	gene
FBgn0035743	Acbp6	3L	7128903	7129673	gene
FBgn0033246	ACC	2R	7974115	7991862	gene
FBgn0012034	AcCoAS	3L	21270722	21280243	gene
FBgn0000024	Ace	3R	13222951	13259517	gene
FBgn0016122	Acer	2L	8521933	8525740	gene
FBgn0027620	Acf	3R	31793981	31799799	gene
FBgn0033749	achi	2R	12511534	12515062	gene
FBgn0033936	Achl	2R	14420324	14424764	gene
FBgn0000028	acj6	X	15350239	15379064	gene
FBgn0028484	Ack	3L	4108186	4114157	gene
FBgn0263998	Ack-like	2R	13142834	13152677	gene
FBgn0263198	Acn	2L	19045355	19048817	gene
FBgn0034629	Acox57D-d	2R	21389405	21392439	gene
FBgn0034628	Acox57D-p	2R	21386309	21389276	gene
FBgn0014454	Acp1	2L	7740562	7741537	gene
FBgn0051779	Acp24A4	2L	3693184	3693905	gene
FBgn0002855	Acp26Aa	2L	5892883	5893896	gene
FBgn0002856	Acp26Ab	2L	5892298	5892862	gene
FBgn0015583	Acp29AB	2L	8392456	8393222	gene
FBgn0023415	Acp32CD	2L	11015620	11016571	gene
FBgn0267327	Acp33A	2L	11591339	11591678	gene
FBgn0011559	Acp36DE	2L	18356047	18359028	gene
FBgn0034152	Acp53C14a	2R	16747834	16748590	gene
FBgn0034153	Acp53C14b	2R	16748815	16749460	gene
FBgn0053530	Acp53C14c	2R	16750776	16751495	gene
FBgn0015584	Acp53Ea	2R	16749803	16750335	gene
FBgn0083936	Acp54A1	2R	17133445	17133750	gene
FBgn0020509	Acp62F	3L	2739750	2740228	gene
FBgn0015585	Acp63F	3L	3815839	3816354	gene
FBgn0020765	Acp65Aa	3L	6152050	6152745	gene
FBgn0015586	Acp76A	3L	19050757	19052026	gene
FBgn0002863	Acp95EF	3R	24228975	24229279	gene
FBgn0263597	Acp98AB	3R	27694883	27695057	gene
FBgn0000032	Acph-1	3R	29991144	29993411	gene
FBgn0263120	Acsl	2R	8665813	8683022	gene
FBgn0000043	Act42A	2R	6013910	6015689	gene
FBgn0000044	Act57B	2R	20944021	20946431	gene
FBgn0000042	Act5C	X	5900861	5905399	gene
FBgn0000045	Act79B	3L	21985210	21987190	gene
FBgn0000046	Act87E	3R	13425983	13428375	gene
FBgn0000047	Act88F	3R	15439969	15442177	gene
FBgn0024913	Actbeta	4	1077331	1084796	gene
FBgn0000667	Actn	X	2023822	2042311	gene
FBgn0015008	Actn3	3R	16975885	16977795	gene
FBgn0040510	ACXA	2L	12921091	12925453	gene
FBgn0040509	ACXB	2L	12916814	12921008	gene
FBgn0040508	ACXC	2L	12912530	12916774	gene
FBgn0040507	ACXD	3L	2237608	2243719	gene
FBgn0040506	ACXE	2L	12925611	12929823	gene
FBgn0025115	Acyp	2L	13912083	13912652	gene
FBgn0038363	Acyp2	3R	15792688	15793487	gene
FBgn0037661	Ada	3R	9065183	9066303	gene
FBgn0051865	Ada1-1	2L	11996809	11997965	gene
FBgn0051866	Ada1-2	2L	11992902	11994054	gene
FBgn0263738	Ada2a	3R	18252843	18255487	gene
FBgn0037555	Ada2b	3R	8236632	8240515	gene
FBgn0030891	Ada3	X	18085761	18088418	gene
FBgn0286071	AdamTS-A	3R	15442246	15476193	gene
FBgn0029791	AdamTS-B	X	5698557	5708633	gene
FBgn0026086	Adar	X	1773725	1788065	gene
FBgn0028658	Adat1	2L	13808360	13811474	gene
FBgn0035039	Adck1	2R	24611703	24613906	gene
FBgn0036142	Adck5	3L	11169817	11172411	gene
FBgn0026573	ADD1	2R	11970686	11977721	gene
FBgn0036337	AdenoK	3L	13019715	13022688	gene
FBgn0284249	Adf1	2R	6662265	6668085	gene
FBgn0036752	Adgf-A	3L	17751731	17764158	gene
FBgn0043025	Adgf-A2	3L	17754936	17764158	gene
FBgn0036751	Adgf-B	3L	17748833	17750588	gene
FBgn0038173	Adgf-C	3R	13706757	13709129	gene
FBgn0038172	Adgf-D	3R	13703084	13705402	gene
FBgn0033952	Adgf-E	2R	14656798	14658755	gene
FBgn0000055	Adh	2L	14615552	14618902	gene
FBgn0000056	Adhr	2L	14615552	14618902	gene
FBgn0052068	Adi1	3L	10663376	10664435	gene
FBgn0038984	AdipoR	3R	22543693	22547846	gene
FBgn0022709	Adk1	3L	12200322	12204082	gene
FBgn0283494	Adk2	2R	24024207	24025877	gene
FBgn0042094	Adk3	3R	10887345	10889588	gene
FBgn0039747	AdoR	3R	30134856	30149606	gene
FBgn0000057	adp	2R	18151704	18154060	gene
FBgn0033983	ADPS	2R	14929703	14934861	gene
FBgn0038467	AdSL	3R	17018780	17021120	gene
FBgn0027493	AdSS	3R	20824667	20830580	gene
FBgn0037679	Aduk	3R	9332064	9334714	gene
FBgn0026602	Ady43A	2R	7243024	7245776	gene
FBgn0036043	Ae2	3L	9763544	9786466	gene
FBgn0005694	Aef1	3L	21433422	21438639	gene
FBgn0026309	aft	2R	17786135	17788556	gene
FBgn0038223	Afti	3R	14320191	14326689	gene
FBgn0015010	Ag5r	X	14784664	14786551	gene
FBgn0020508	Ag5r2	X	14782962	14784052	gene
FBgn0053138	AGBE	2R	13171401	13174796	gene
FBgn0029813	AgmNAT	X	5814864	5815820	gene
FBgn0041171	ago	3L	4246343	4254306	gene
FBgn0262739	AGO1	2R	13943387	13958089	gene
FBgn0087035	AGO2	3L	15554113	15561042	gene
FBgn0250816	AGO3	3L	23554593	23689640	gene
FBgn0030421	Agpat1	X	12765266	12772851	gene
FBgn0026718	Agpat2	2L	8449691	8463994	gene
FBgn0036623	Agpat3	3L	16381772	16385957	gene
FBgn0036622	Agpat4	3L	16378974	16381570	gene
FBgn0024912	agt	3R	6658806	6660100	gene
FBgn0014455	Ahcy	X	15450261	15453167	gene
FBgn0035371	AhcyL1	3L	2768466	2772325	gene
FBgn0015011	AhcyL2	3R	16978439	16982158	gene
FBgn0031392	AIF	2L	2151754	2155389	gene
FBgn0033351	AIMP1	2R	8927014	8928105	gene
FBgn0036515	AIMP2	3L	15583638	15585347	gene
FBgn0050185	AIMP3	2R	23544024	23544901	gene
FBgn0033754	Ak6	2R	12569014	12569847	gene
FBgn0027932	Akap200	2L	8415690	8431297	gene
FBgn0004552	Akh	3L	4141467	4142070	gene
FBgn0025595	AkhR	2L	6711286	6716186	gene
FBgn0082598	akirin	3L	7369843	7373711	gene
FBgn0086254	Akr1B	3L	11620535	11624381	gene
FBgn0010379	Akt1	3R	16099228	16105670	gene
FBgn0000061	al	2L	378112	387439	gene
FBgn0030122	Aladin	X	9273413	9275653	gene
FBgn0027094	AlaRS	2L	8378262	8381764	gene
FBgn0028962	AlaRS-m	3L	5146098	5149852	gene
FBgn0020764	Alas	2R	23964772	23966757	gene
FBgn0260972	alc	2R	9135375	9137933	gene
FBgn0000064	Ald1	3R	26254069	26261591	gene
FBgn0039425	Ald2	3R	26414088	26416192	gene
FBgn0012036	Aldh	2L	9387389	9391567	gene
FBgn0036857	Aldh7A1	3L	19266473	19268913	gene
FBgn0010548	Aldh-III	2R	7466879	7477162	gene
FBgn0038552	Alg1	3R	17809401	17811134	gene
FBgn0052076	Alg10	3L	11164971	11166620	gene
FBgn0037108	Alg11	3L	21625806	21628571	gene
FBgn0030645	Alg14	X	15472164	15472859	gene
FBgn0035401	Alg2	3L	3143808	3145284	gene
FBgn0086378	Alg-2	3R	3623143	3627690	gene
FBgn0011297	Alg3	2R	23705439	23709792	gene
FBgn0039293	Alg9	3R	25221589	25224118	gene
FBgn0261238	Alh	3R	7094596	7124185	gene
FBgn0013746	alien	2L	8993818	8997379	gene
FBgn0086346	ALiX	3R	27696466	27700110	gene
FBgn0040505	Alk	2R	16625293	16640011	gene
FBgn0065035	AlkB	X	15858134	15859487	gene
FBgn0283479	Alp1	3L	21442227	21444819	gene
FBgn0035619	Alp10	3L	5592741	5595272	gene
FBgn0030661	Alp11	X	15587733	15589365	gene
FBgn0032779	Alp12	2L	19424050	19429224	gene
FBgn0037786	Alp13	3R	10073821	10075373	gene
FBgn0283480	Alp2	2R	22206005	22207987	gene
FBgn0016123	Alp4	3R	31048929	31052540	gene
FBgn0038845	Alp5	3R	21005160	21006990	gene
FBgn0033423	Alp6	2R	9561638	9563871	gene
FBgn0034710	Alp7	2R	22203694	22205593	gene
FBgn0034712	Alp8	2R	22208464	22210765	gene
FBgn0035620	Alp9	3L	5595542	5597422	gene
FBgn0086361	alph	3R	29591831	29617157	gene
FBgn0031491	alpha4GT1	2L	3021309	3023141	gene
FBgn0039378	alpha4GT2	3R	25832230	25842878	gene
FBgn0010215	alpha-Cat	3L	23318646	23338100	gene
FBgn0029105	alpha-Catr	2R	23957842	23961631	gene
FBgn0025725	alphaCOP	3L	1641066	1645199	gene
FBgn0015568	alpha-Est1	3R	7545733	7549124	gene
FBgn0015569	alpha-Est10	3R	7486583	7493845	gene
FBgn0015570	alpha-Est2	3R	7541810	7545230	gene
FBgn0015571	alpha-Est3	3R	7538972	7541631	gene
FBgn0015572	alpha-Est4	3R	7536687	7538615	gene
FBgn0027934	alpha-Est4aPsi	3R	7526369	7528068	gene
FBgn0261393	alpha-Est5	3R	7533496	7536390	gene
FBgn0015574	alpha-Est6	3R	7524567	7528777	gene
FBgn0015575	alpha-Est7	3R	7519563	7523753	gene
FBgn0015576	alpha-Est8	3R	7509343	7515670	gene
FBgn0015577	alpha-Est9	3R	7493921	7505098	gene
FBgn0035657	alphaKap4	3L	6009446	6011021	gene
FBgn0259170	alpha-Man-Ia	X	10266792	10325958	gene
FBgn0039634	alpha-Man-Ib	3R	29109053	29112822	gene
FBgn0051202	alpha-Man-Ic	3R	29928701	29930386	gene
FBgn0011740	alpha-Man-IIa	3R	9412548	9417264	gene
FBgn0026616	alpha-Man-IIb	3R	15804248	15824118	gene
FBgn0030007	alpha-PheRS	X	8143904	8145602	gene
FBgn0250791	alphaSnap	3L	20313632	20316577	gene
FBgn0250789	alpha-Spec	3L	1778485	1795328	gene
FBgn0003863	alphaTry	2R	11344260	11345119	gene
FBgn0087040	alphaTub67C	3L	9681268	9683370	gene
FBgn0003884	alphaTub84B	3R	7086599	7088839	gene
FBgn0003885	alphaTub84D	3R	7530753	7532732	gene
FBgn0003886	alphaTub85E	3R	9731221	9733250	gene
FBgn0031068	Alr	X	19748314	19750167	gene
FBgn0039332	alrm	3R	25381065	25382781	gene
FBgn0037116	Als2	3L	21674394	21679755	gene
FBgn0038535	alt	3R	17673732	17682515	gene
FBgn0004372	aly	3L	3024129	3026521	gene
FBgn0000071	Ama	3R	6762593	6765261	gene
FBgn0032881	Amacr	2L	20750934	20752341	gene
FBgn0000075	amd	2L	19110154	19114110	gene
FBgn0086782	amn	X	19886108	19890060	gene
FBgn0025686	Amnionless	2L	287252	289144	gene
FBgn0023179	amon	3R	26697697	26714159	gene
FBgn0003270	amos	2L	18596136	18596921	gene
FBgn0052626	AMPdeam	X	13830741	13845866	gene
FBgn0027356	Amph	2R	12593604	12612068	gene
FBgn0023169	AMPKalpha	X	1375536	1378896	gene
FBgn0038309	Amt	3R	15247163	15249137	gene
FBgn0030328	Amun	X	11710120	11715565	gene
FBgn0000077	amx	X	9245915	9247336	gene
FBgn0000078	Amy-d	2R	17124764	17126369	gene
FBgn0000079	Amy-p	2R	17118636	17120303	gene
FBgn0020506	Amyrel	2R	16651095	16652699	gene
FBgn0011746	ana	2R	9062295	9077554	gene
FBgn0262167	ana1	3R	24530576	24536395	gene
FBgn0027513	ana2	2R	8898729	8900211	gene
FBgn0266111	ana3	2R	12344983	12351325	gene
FBgn0012037	Ance	2L	13905645	13909212	gene
FBgn0032535	Ance-2	2L	13909333	13911719	gene
FBgn0032536	Ance-3	2L	13914725	13956188	gene
FBgn0033366	Ance-4	2R	9039728	9042142	gene
FBgn0035076	Ance-5	2R	24888628	24891023	gene
FBgn0036741	anchor	3L	17621824	17630971	gene
FBgn0030898	Andorra	X	18178526	18179472	gene
FBgn0016762	angel	2R	23694003	23695232	gene
FBgn0011747	Ank	4	115074	129849	gene
FBgn0261788	Ank2	3L	7655389	7718395	gene
FBgn0028343	Ankle2	X	17571854	17579229	gene
FBgn0052000	anne	4	132220	143123	gene
FBgn0064116	anox	X	21317936	21319296	gene
FBgn0000094	Anp	3R	30209948	30210382	gene
FBgn0025111	Ant2	X	10778954	10786907	gene
FBgn0026268	antdh	X	11168030	11169058	gene
FBgn0260642	Antp	3R	6896253	6999228	gene
FBgn0050488	antr	2R	12846848	12848004	gene
FBgn0000084	AnxB10	X	20171445	20173514	gene
FBgn0030749	AnxB11	X	16416958	16422265	gene
FBgn0000083	AnxB9	3R	21065241	21070917	gene
FBgn0000097	aop	2L	2156484	2178754	gene
FBgn0004569	aos	3L	16470386	16483650	gene
FBgn0029512	Aos1	3R	12432533	12433822	gene
FBgn0267408	AOX1	3R	15532137	15537292	gene
FBgn0038348	AOX2	3R	15537713	15542414	gene
FBgn0038349	AOX3	3R	15542748	15548188	gene
FBgn0038350	AOX4	3R	15548628	15552833	gene
FBgn0267978	ap	2R	5706202	5727525	gene
FBgn0010380	AP-1-2beta	X	19731004	19734581	gene
FBgn0030089	AP-1gamma	X	9108691	9117744	gene
FBgn0024833	AP-1mu	3R	9557712	9559525	gene
FBgn0039132	AP-1sigma	3R	23958651	23962555	gene
FBgn0264855	AP-2alpha	2L	408030	414777	gene
FBgn0263351	AP-2mu	3R	22462455	22464603	gene
FBgn0043012	AP-2sigma	3R	21269209	21270075	gene
FBgn0015589	Apc	3R	28832301	28844748	gene
FBgn0034231	APC10	2R	17517261	17518186	gene
FBgn0026598	Apc2	3R	24163966	24168264	gene
FBgn0052707	APC4	X	9082931	9085867	gene
FBgn0029879	APC7	X	6597088	6599699	gene
FBgn0026150	ApepP	2L	16908229	16910418	gene
FBgn0051713	Apf	2L	9938178	9938790	gene
FBgn0031458	aph-1	2L	2766233	2767281	gene
FBgn0261854	aPKC	2R	14944458	14962969	gene
FBgn0042178	Apl	3L	16595181	16600459	gene
FBgn0040281	Aplip1	3L	1196317	1199339	gene
FBgn0038132	apn	3R	13287655	13288813	gene
FBgn0087002	apolpp	4	1060969	1077273	gene
FBgn0032136	Apoltp	2L	9634179	9656026	gene
FBgn0260941	app	3L	12206238	12266841	gene
FBgn0261112	APP-BP1	3L	11098412	11100578	gene
FBgn0000108	Appl	X	530501	579044	gene
FBgn0000109	Aprt	3L	1883795	1885019	gene
FBgn0036111	Aps	3L	10894776	10899123	gene
FBgn0015903	apt	2R	23564891	23599526	gene
FBgn0033807	AQP	2R	13212405	13214496	gene
FBgn0039598	aqrs	3R	28756999	28758234	gene
FBgn0286516	aqz	3R	8813490	8820682	gene
FBgn0015904	ara	3L	12580672	12596018	gene
FBgn0028646	aralar1	3R	30445635	30455867	gene
FBgn0033926	Arc1	2R	14357927	14360297	gene
FBgn0033928	Arc2	2R	14361924	14362825	gene
FBgn0038742	Arc42	3R	19877737	19879309	gene
FBgn0038893	Archease	3R	21661186	21662972	gene
FBgn0013749	Arf102F	4	1124167	1125325	gene
FBgn0013750	Arf51F	2R	15322501	15325490	gene
FBgn0010348	Arf79F	3L	22868380	22872231	gene
FBgn0020655	ArfGAP1	3L	12415026	12417580	gene
FBgn0037182	ArfGAP3	3L	22714313	22717577	gene
FBgn0037884	Arfip	3R	11232429	11235013	gene
FBgn0030088	Arfrp1	X	9107069	9108354	gene
FBgn0023535	arg	X	509435	528028	gene
FBgn0000116	Argk	3L	9048781	9066027	gene
FBgn0032076	Argl	2L	8939725	8942105	gene
FBgn0027093	ArgRS	X	15841769	15844145	gene
FBgn0037526	ArgRS-m	3R	7887045	7890150	gene
