ID	SYMBOL	CHROMOSOME	START	STOP	BIOTYPE
ENSRNOG00000066865	5S_rRNA	12	1169112	1168995	gene
ENSRNOG00000067720	5S_rRNA	12	1049282	1049165	gene
ENSRNOG00000064336	5S_rRNA	12	1136034	1135912	gene
ENSRNOG00000062902	5S_rRNA	12	1120946	1120829	gene
ENSRNOG00000063472	5S_rRNA	12	1077359	1077242	gene
ENSRNOG00000067123	5S_rRNA	12	1128204	1128087	gene
ENSRNOG00000065467	5S_rRNA	12	1056587	1056470	gene
ENSRNOG00000063492	5S_rRNA	12	1044522	1044405	gene
ENSRNOG00000063911	5S_rRNA	12	1073806	1073689	gene
ENSRNOG00000068030	5S_rRNA	12	1046905	1046788	gene
ENSRNOG00000063378	5S_rRNA	12	1082201	1082084	gene
ENSRNOG00000069873	5S_rRNA	12	1059089	1058972	gene
ENSRNOG00000065983	5S_rRNA	12	1109432	1109315	gene
ENSRNOG00000062974	5S_rRNA	12	1068898	1068781	gene
ENSRNOG00000064155	5S_rRNA	12	1116027	1115910	gene
ENSRNOG00000065316	5S_rRNA	12	1181258	1181141	gene
ENSRNOG00000068354	5S_rRNA	12	1092643	1092526	gene
ENSRNOG00000067197	5S_rRNA	12	1148789	1148672	gene
ENSRNOG00000066211	5S_rRNA	12	1066455	1066338	gene
ENSRNOG00000065678	5S_rRNA	12	1071336	1071219	gene
ENSRNOG00000062634	5S_rRNA	12	1113570	1113453	gene
ENSRNOG00000066370	5S_rRNA	12	1106969	1106852	gene
ENSRNOG00000068125	5S_rRNA	12	1138979	1138862	gene
ENSRNOG00000069307	5S_rRNA	12	1164206	1164089	gene
ENSRNOG00000068925	5S_rRNA	12	1151245	1151128	gene
ENSRNOG00000064767	5S_rRNA	12	1097159	1097042	gene
ENSRNOG00000069603	5S_rRNA	12	1146328	1146211	gene
ENSRNOG00000067020	5S_rRNA	12	1178853	1178736	gene
ENSRNOG00000070262	5S_rRNA	12	1099612	1099495	gene
ENSRNOG00000066000	5S_rRNA	12	1141438	1141321	gene
ENSRNOG00000064352	5S_rRNA	12	1064005	1063888	gene
ENSRNOG00000069008	5S_rRNA	12	1143885	1143768	gene
ENSRNOG00000070995	5S_rRNA	12	1123415	1123298	gene
ENSRNOG00000063557	5S_rRNA	12	1102061	1101944	gene
ENSRNOG00000064757	5S_rRNA	12	1054064	1053947	gene
ENSRNOG00000034503	5S_rRNA	8	45409294	45409189	gene
ENSRNOG00000064538	5S_rRNA	12	4040362	4040245	gene
ENSRNOG00000062589	5S_rRNA	12	4078602	4078485	gene
ENSRNOG00000069546	5S_rRNA	12	4081089	4080973	gene
ENSRNOG00000062504	5S_rRNA	12	4014394	4014277	gene
ENSRNOG00000068581	5S_rRNA	12	4089544	4089427	gene
ENSRNOG00000065057	5S_rRNA	12	4083561	4083444	gene
ENSRNOG00000064850	5S_rRNA	12	4139535	4139418	gene
ENSRNOG00000065370	5S_rRNA	12	4110929	4110812	gene
ENSRNOG00000068657	5S_rRNA	12	4073055	4072938	gene
ENSRNOG00000062638	5S_rRNA	12	4026616	4026499	gene
ENSRNOG00000063208	5S_rRNA	12	4051015	4050898	gene
ENSRNOG00000034790	5S_rRNA	16	75819115	75818998	gene
ENSRNOG00000064391	5S_rRNA	12	4115845	4115728	gene
ENSRNOG00000068237	5S_rRNA	12	4075503	4075386	gene
ENSRNOG00000067017	5S_rRNA	12	4086835	4086718	gene
ENSRNOG00000065486	5S_rRNA	12	4137052	4136935	gene
ENSRNOG00000065030	5S_rRNA	12	4126877	4126760	gene
ENSRNOG00000064898	5S_rRNA	12	4108463	4108346	gene
ENSRNOG00000069035	5S_rRNA	12	4012025	4011908	gene
ENSRNOG00000068400	5S_rRNA	12	4035448	4035331	gene
ENSRNOG00000062639	5S_rRNA	12	4118309	4118192	gene
ENSRNOG00000068338	5S_rRNA	12	4149916	4149799	gene
ENSRNOG00000066427	5S_rRNA	12	4016736	4016619	gene
ENSRNOG00000068924	5S_rRNA	12	4029217	4029100	gene
ENSRNOG00000067049	5S_rRNA	12	4130691	4130574	gene
ENSRNOG00000064343	5S_rRNA	12	4102076	4101959	gene
ENSRNOG00000064863	5S_rRNA	12	4031568	4031451	gene
ENSRNOG00000067099	5S_rRNA	12	4058360	4058243	gene
ENSRNOG00000062894	5S_rRNA	12	4113401	4113284	gene
ENSRNOG00000065496	5S_rRNA	12	4019103	4018986	gene
ENSRNOG00000064190	5S_rRNA	12	4133149	4133032	gene
ENSRNOG00000071017	5S_rRNA	12	4021470	4021353	gene
ENSRNOG00000064618	5S_rRNA	12	4063207	4063090	gene
ENSRNOG00000062342	5S_rRNA	12	4048568	4048451	gene
ENSRNOG00000063893	5S_rRNA	12	4024055	4023938	gene
ENSRNOG00000064185	5S_rRNA	12	4065681	4065564	gene
ENSRNOG00000067199	5S_rRNA	12	4007293	4007176	gene
ENSRNOG00000063972	5S_rRNA	12	4106013	4105896	gene
ENSRNOG00000062914	5S_rRNA	12	4094623	4094506	gene
ENSRNOG00000070555	5S_rRNA	12	4097111	4096994	gene
ENSRNOG00000068031	5S_rRNA	12	4037899	4037782	gene
ENSRNOG00000064906	5S_rRNA	12	4122979	4122862	gene
ENSRNOG00000071134	5S_rRNA	12	4055919	4055802	gene
ENSRNOG00000067880	5S_rRNA	12	4053464	4053347	gene
ENSRNOG00000063447	5S_rRNA	12	4070597	4070480	gene
ENSRNOG00000063862	5S_rRNA	12	4046119	4046002	gene
ENSRNOG00000066705	5S_rRNA	12	4099678	4099561	gene
ENSRNOG00000064624	5S_rRNA	12	4092024	4091907	gene
ENSRNOG00000066022	5S_rRNA	12	4060804	4060687	gene
ENSRNOG00000064272	5S_rRNA	12	4009668	4009551	gene
ENSRNOG00000063921	5S_rRNA	12	4068140	4068023	gene
ENSRNOG00000035975	5S_rRNA	16	36578291	36578173	gene
ENSRNOG00000040652	5S_rRNA	12	34444920	34444803	gene
ENSRNOG00000035103	5S_rRNA	12	36482820	36482702	gene
ENSRNOG00000035114	5S_rRNA	12	21476268	21476153	gene
ENSRNOG00000034535	5S_rRNA	15	21042476	21042358	gene
ENSRNOG00000034597	5S_rRNA	18	26478629	26478511	gene
ENSRNOG00000035926	5S_rRNA	18	57657572	57657451	gene
ENSRNOG00000065173	5S_rRNA	19	51579619	51579501	gene
ENSRNOG00000068944	5S_rRNA	19	51576097	51575979	gene
ENSRNOG00000067783	5S_rRNA	19	51597871	51597753	gene
ENSRNOG00000065950	5S_rRNA	19	51596109	51595991	gene
ENSRNOG00000069928	5S_rRNA	19	51574321	51574203	gene
ENSRNOG00000063515	5S_rRNA	19	51610193	51610075	gene
ENSRNOG00000070248	5S_rRNA	19	51604913	51604795	gene
ENSRNOG00000070337	5S_rRNA	19	51603155	51603037	gene
ENSRNOG00000069430	5S_rRNA	19	51583138	51583020	gene
ENSRNOG00000065593	5S_rRNA	19	51608429	51608311	gene
ENSRNOG00000066443	5S_rRNA	19	51592585	51592467	gene
ENSRNOG00000065132	5S_rRNA	19	51590825	51590707	gene
ENSRNOG00000067264	5S_rRNA	19	51577859	51577741	gene
ENSRNOG00000070678	5S_rRNA	19	51584891	51584773	gene
ENSRNOG00000064514	5S_rRNA	19	51589065	51588947	gene
ENSRNOG00000071121	5S_rRNA	19	51594349	51594231	gene
ENSRNOG00000070259	5S_rRNA	19	51599631	51599513	gene
ENSRNOG00000065423	5S_rRNA	19	51601391	51601273	gene
ENSRNOG00000063948	5S_rRNA	19	51581381	51581263	gene
ENSRNOG00000066581	5S_rRNA	19	51606673	51606555	gene
ENSRNOG00000069085	5S_rRNA	19	51587311	51587193	gene
ENSRNOG00000055727	5S_rRNA	19	48642804	48642686	gene
ENSRNOG00000064532	5S_rRNA	JACYVU010000493.1	133882	133764	gene
ENSRNOG00000070160	5S_rRNA	JACYVU010000754.1	54114	53997	gene
ENSRNOG00000062463	5S_rRNA	JACYVU010000754.1	36984	36867	gene
ENSRNOG00000069099	5S_rRNA	JACYVU010000754.1	39446	39329	gene
ENSRNOG00000066740	5S_rRNA	JACYVU010000754.1	60765	60648	gene
ENSRNOG00000066707	5S_rRNA	JACYVU010000754.1	65683	65566	gene
ENSRNOG00000070130	5S_rRNA	JACYVU010000754.1	31095	30978	gene
ENSRNOG00000069175	5S_rRNA	JACYVU010000754.1	8614	8497	gene
ENSRNOG00000062970	5S_rRNA	JACYVU010000754.1	3709	3592	gene
ENSRNOG00000070645	5S_rRNA	JACYVU010000754.1	19458	19341	gene
ENSRNOG00000065804	5S_rRNA	JACYVU010000754.1	11068	10951	gene
ENSRNOG00000068152	5S_rRNA	JACYVU010000754.1	34535	34418	gene
ENSRNOG00000069019	5S_rRNA	JACYVU010000754.1	21927	21810	gene
ENSRNOG00000065926	5S_rRNA	JACYVU010000754.1	49203	49086	gene
ENSRNOG00000066592	5S_rRNA	JACYVU010000754.1	26179	26062	gene
ENSRNOG00000065193	5S_rRNA	JACYVU010000754.1	6162	6045	gene
ENSRNOG00000069132	5S_rRNA	JACYVU010000754.1	28632	28515	gene
ENSRNOG00000070299	5S_rRNA	JACYVU010000754.1	13521	13404	gene
ENSRNOG00000068736	5S_rRNA	JACYVU010000754.1	63227	63110	gene
ENSRNOG00000065175	5S_rRNA	JACYVU010000754.1	46735	46618	gene
ENSRNOG00000062672	5S_rRNA	JACYVU010000754.1	15977	15860	gene
ENSRNOG00000062596	5S_rRNA	JACYVU010000754.1	51652	51535	gene
ENSRNOG00000066684	5S_rRNA	JACYVU010000754.1	44300	44183	gene
ENSRNOG00000067500	5S_rRNA	JACYVU010000754.1	58316	58199	gene
ENSRNOG00000067927	5S_rRNA	JACYVU010000754.1	1256	1139	gene
ENSRNOG00000045889	6030468B19Rik	10	103027407	103016505	gene
ENSRNOG00000059827	6330403K07Rik	10	55757162	55755612	gene
ENSRNOG00000065736	6330411D24Rik	5	155381086	155139220	gene
ENSRNOG00000066070	A030014E15Rik	9	84207088	84206732	gene
ENSRNOG00000005558	A130010J15Rik	13	104695470	104692824	gene
ENSRNOG00000004692	A1bg	7	92498097	92494372	gene
ENSRNOG00000033195	A1cf	1	229824354	229736106	gene
ENSRNOG00000028896	A2m	4	154947786	154897877	gene
ENSRNOG00000007247	A2ml1	4	161857343	161814708	gene
ENSRNOG00000005935	A3galt2	5	141115641	141107983	gene
ENSRNOG00000009736	A4galt	7	114396071	114368276	gene
ENSRNOG00000042649	A4gnt	8	100178569	100172104	gene
ENSRNOG00000004341	AA986860	13	42201426	42188609	gene
ENSRNOG00000013445	Aaas	7	133483961	133464315	gene
ENSRNOG00000050129	AABR07000137.1	1	1308310	1307185	gene
ENSRNOG00000042852	AABR07000158.1	1	1590424	1588152	gene
ENSRNOG00000061806	AABR07000158.2	1	1316584	1316463	gene
ENSRNOG00000055877	AABR07000159.4	1	2046678	2046074	gene
ENSRNOG00000014431	AABR07000222.1	1	5527608	5527048	gene
ENSRNOG00000054906	AABR07000239.1	1	6005914	6005785	gene
ENSRNOG00000058048	AABR07000247.1	1	6308480	6308354	gene
ENSRNOG00000016624	AABR07000276.1	1	8030995	8030312	gene
ENSRNOG00000011399	AABR07000292.1	1	8685037	8684189	gene
ENSRNOG00000059930	AABR07000304.1	1	9383653	9383523	gene
ENSRNOG00000047746	AABR07000398.1	JACYVU010000738.1	73179	68076	gene
ENSRNOG00000054452	AABR07000497.1	1	14828721	14828587	gene
ENSRNOG00000058518	AABR07000521.1	1	15679309	15679169	gene
ENSRNOG00000055971	AABR07000544.1	1	16740168	16724591	gene
ENSRNOG00000046438	AABR07000583.1	1	17692974	17691637	gene
ENSRNOG00000053931	AABR07000631.1	1	19381570	19381437	gene
ENSRNOG00000054921	AABR07000658.1	1	20119889	20119766	gene
ENSRNOG00000052712	AABR07000900.1	1	25265029	25264927	gene
ENSRNOG00000060033	AABR07000968.2	1	27619106	27618984	gene
ENSRNOG00000061741	AABR07000989.1	1	28701383	28701045	gene
ENSRNOG00000054845	AABR07000990.1	1	28741754	28741639	gene
ENSRNOG00000051415	AABR07001001.1	1	29367411	29367274	gene
ENSRNOG00000055337	AABR07001054.1	1	33360293	33246387	gene
ENSRNOG00000052644	AABR07001060.1	1	33716842	33716713	gene
ENSRNOG00000017678	AABR07001064.1	1	34295752	34291930	gene
ENSRNOG00000023081	AABR07001348.1	1	39670153	39668472	gene
ENSRNOG00000055223	AABR07001379.1	1	41296962	41296869	gene
ENSRNOG00000055161	AABR07001406.1	1	42212259	42212190	gene
ENSRNOG00000059321	AABR07001406.2	1	42212047	42211968	gene
ENSRNOG00000033265	AABR07001408.1	1	42487429	42487145	gene
ENSRNOG00000059050	AABR07001416.1	7	132762047	132758366	gene
ENSRNOG00000004144	AABR07001435.1	1	43641875	43640876	gene
ENSRNOG00000017412	AABR07001512.1	1	48369595	48369044	gene
ENSRNOG00000055547	AABR07001519.1	1	49882555	48690556	gene
ENSRNOG00000052521	AABR07001573.1	1	52648388	52648274	gene
ENSRNOG00000058564	AABR07001592.2	1	53871769	53854235	gene
ENSRNOG00000061593	AABR07001807.2	1	57318000	57317861	gene
ENSRNOG00000042547	AABR07001902.1	1	61494744	61493819	gene
ENSRNOG00000051570	AABR07001910.1	1	61902792	61865571	gene
ENSRNOG00000047884	AABR07001923.1	1	61868888	61789774	gene
ENSRNOG00000028767	AABR07001926.1	1	62528102	62509056	gene
ENSRNOG00000061533	AABR07001926.3	1	62702799	62631812	gene
ENSRNOG00000055124	AABR07001942.1	1	62949645	62903418	gene
ENSRNOG00000054417	AABR07002025.1	1	62257942	62256801	gene
ENSRNOG00000060429	AABR07002065.2	1	73612685	73601759	gene
ENSRNOG00000051968	AABR07002066.2	1	73552612	73550741	gene
ENSRNOG00000019280	AABR07002093.1	1	73049736	73025988	gene
ENSRNOG00000048663	AABR07002093.2	1	73106385	73073396	gene
ENSRNOG00000032062	AABR07002140.2	1	72505474	72505157	gene
ENSRNOG00000062307	AABR07002209.1	1	1074280	961223	gene
ENSRNOG00000038674	AABR07002351.1	1	68152636	68133886	gene
ENSRNOG00000053141	AABR07002353.2	1	68356778	68356299	gene
ENSRNOG00000046037	AABR07002384.1	1	68809523	68809116	gene
ENSRNOG00000038479	AABR07002467.1	1	71954362	71907881	gene
ENSRNOG00000046339	AABR07002473.1	1	71007229	70984379	gene
ENSRNOG00000056605	AABR07002505.1	1	74797324	74797201	gene
ENSRNOG00000048028	AABR07002546.1	1	75387750	75385736	gene
ENSRNOG00000038276	AABR07002622.1	1	76427521	76426358	gene
ENSRNOG00000038251	AABR07002623.1	1	76580090	76577929	gene
ENSRNOG00000060587	AABR07002627.1	1	76914024	76911602	gene
ENSRNOG00000034000	AABR07002659.1	1	78037459	78028093	gene
ENSRNOG00000054609	AABR07002683.1	1	79723832	79715896	gene
ENSRNOG00000050032	AABR07002689.1	1	80104777	80103042	gene
ENSRNOG00000018928	AABR07002774.1	1	83223764	83194775	gene
ENSRNOG00000050995	AABR07002774.4	1	83140793	83094305	gene
ENSRNOG00000054568	AABR07002782.1	1	84901405	84898135	gene
ENSRNOG00000054618	AABR07002783.1	1	84892429	84871909	gene
ENSRNOG00000053366	AABR07002784.1	1	83330251	83309355	gene
ENSRNOG00000055387	AABR07002788.1	1	83644044	83643919	gene
ENSRNOG00000031073	AABR07002835.1	1	59548587	59547693	gene
ENSRNOG00000050453	AABR07002848.1	1	83987778	83965986	gene
ENSRNOG00000055519	AABR07002868.1	1	85015478	85004920	gene
ENSRNOG00000056062	AABR07002870.2	1	85082919	85071905	gene
ENSRNOG00000037415	AABR07002938.1	1	86667858	86665907	gene
ENSRNOG00000051284	AABR07002945.2	10	92434749	92434319	gene
ENSRNOG00000061556	AABR07002945.4	1	86758828	86758702	gene
ENSRNOG00000052945	AABR07002969.1	1	87681231	87536609	gene
ENSRNOG00000037364	AABR07003049.1	1	91288130	91287876	gene
ENSRNOG00000037360	AABR07003173.1	1	93017532	93016530	gene
ENSRNOG00000014380	AABR07003176.1	1	93197478	93173713	gene
ENSRNOG00000037348	AABR07003187.1	1	93694943	93693837	gene
ENSRNOG00000055194	AABR07003241.3	1	94603186	94602120	gene
ENSRNOG00000050257	AABR07003273.1	1	97569371	97568938	gene
ENSRNOG00000058668	AABR07003302.1	1	98434019	98433780	gene
ENSRNOG00000021484	AABR07003537.1	1	106623699	106622141	gene
ENSRNOG00000047696	AABR07003610.1	1	63948873	63917504	gene
ENSRNOG00000051782	AABR07004061.1	1	116447353	116311960	gene
ENSRNOG00000016498	AABR07004112.1	1	118612368	118609714	gene
ENSRNOG00000056928	AABR07004134.1	1	119314510	119314109	gene
ENSRNOG00000049257	AABR07004190.1	1	122234290	122232253	gene
ENSRNOG00000048904	AABR07004232.1	1	18938846	18937773	gene
ENSRNOG00000051102	AABR07004269.3	1	127431922	127424015	gene
ENSRNOG00000051333	AABR07004292.1	1	128028628	128028275	gene
ENSRNOG00000030679	AABR07004397.1	9	20353688	20353464	gene
ENSRNOG00000051409	AABR07004442.1	1	135195135	135195011	gene
ENSRNOG00000054102	AABR07004450.2	1	135499825	135499682	gene
ENSRNOG00000059239	AABR07004481.2	1	136662746	136662596	gene
ENSRNOG00000056733	AABR07004539.1	1	237169650	237078517	gene
ENSRNOG00000059330	AABR07004549.1	1	238504300	238352131	gene
ENSRNOG00000046080	AABR07004560.1	1	238266249	238245325	gene
ENSRNOG00000013711	AABR07004681.1	1	140005140	140004210	gene
ENSRNOG00000033507	AABR07004684.1	1	140625529	140594348	gene
ENSRNOG00000058110	AABR07004733.2	1	150276211	150257195	gene
ENSRNOG00000022941	AABR07004746.1	1	143810987	143810583	gene
ENSRNOG00000053994	AABR07004803.1	1	147306271	147306143	gene
ENSRNOG00000058651	AABR07004871.1	1	153237538	153237414	gene
ENSRNOG00000018083	AABR07004876.1	1	154142717	154141584	gene
ENSRNOG00000052319	AABR07004881.1	1	154618592	154618281	gene
ENSRNOG00000033196	AABR07004891.1	1	155505756	155502940	gene
ENSRNOG00000034061	AABR07004966.1	1	162581362	162580418	gene
ENSRNOG00000052236	AABR07004992.1	1	160267183	160266806	gene
ENSRNOG00000053089	AABR07005004.1	1	163541866	163541736	gene
ENSRNOG00000055001	AABR07005004.3	1	163540793	163540664	gene
ENSRNOG00000029082	AABR07005031.1	1	165378489	165377553	gene
ENSRNOG00000060840	AABR07005031.3	1	165362087	165348811	gene
ENSRNOG00000043512	AABR07005040.1	1	166888812	166888513	gene
ENSRNOG00000025122	AABR07005506.1	1	168339520	168338500	gene
ENSRNOG00000020477	AABR07005533.1	1	170722576	170721272	gene
ENSRNOG00000059173	AABR07005543.1	1	171168634	171168503	gene
ENSRNOG00000061992	AABR07005564.1	1	172338561	172338196	gene
ENSRNOG00000062071	AABR07005572.2	1	168627882	168627481	gene
ENSRNOG00000055386	AABR07005579.1	1	173170415	173170301	gene
ENSRNOG00000059323	AABR07005579.2	1	173218293	173218181	gene
ENSRNOG00000047124	AABR07005775.1	1	181044838	181026608	gene
ENSRNOG00000018518	AABR07005779.1	1	182089317	182084126	gene
ENSRNOG00000054418	AABR07005779.3	1	181975823	181974569	gene
ENSRNOG00000051561	AABR07005790.1	1	183310728	183310598	gene
ENSRNOG00000053512	AABR07005790.2	1	183371752	183371628	gene
ENSRNOG00000056252	AABR07005801.1	1	184576490	184576350	gene
ENSRNOG00000057653	AABR07005806.1	16	45884160	45883933	gene
ENSRNOG00000020560	AABR07005821.1	1	185696478	185617294	gene
ENSRNOG00000020446	AABR07005838.1	1	184300008	184215516	gene
ENSRNOG00000034038	AABR07005844.1	1	185900277	185617480	gene
ENSRNOG00000053539	AABR07005886.1	1	186881977	186877655	gene
ENSRNOG00000055312	AABR07005965.1	1	191986286	191980661	gene
ENSRNOG00000027374	AABR07005985.1	1	194482730	194403211	gene
ENSRNOG00000057858	AABR07006025.2	1	196564915	196564574	gene
ENSRNOG00000046602	AABR07006030.1	1	196831756	196799517	gene
ENSRNOG00000055996	AABR07006032.1	1	196896475	196864336	gene
